Acc_N_Fil,Gyro_x_R,Gyro_y_R,Gyro_z_R,Gyro_x_Fil,Gyro_y_Fil,Gyro_z_Fil,SprungID,Sprungtyp
0.763,-1.72,-34.04,4.8,-2.21,-33.01,4.5,0110-MORITZ-01-135,Strecksprung
0.743,-2.4,-22.8,3.8,-2.59,-22.07,3.77,0110-MORITZ-01-135,Strecksprung
0.639,-1.64,-19.88,0.72,-1.29,-20.77,0.31,0110-MORITZ-01-135,Strecksprung
0.854,5.2,-10.36,-5.44,5.67,-13.43,-9.55,0110-MORITZ-01-135,Strecksprung
1.742,-4.64,-56.68,-14.16,-4.48,-56.32,-12.09,0110-MORITZ-01-135,Strecksprung
2.285,-35.68,-87.68,-7.0,-32.7,-80.53,4.12,0110-MORITZ-01-135,Strecksprung
32.789,-6.12,198.36,-2.52,-14.02,180.93,1.76,0110-MORITZ-01-135,Strecksprung
107.946,-27.8,184.68,33.72,5.09,219.33,50.34,20190930-1247-FRANKFURT_2-01-196,Schraubensalto
51.853,-40.24,313.48,63.32,-28.63,281.78,63.15,20190930-1247-FRANKFURT_2-01-196,Schraubensalto
7.547,16.92,189.28,55.56,6.78,210.96,85.69,20190930-1247-FRANKFURT_2-01-196,Schraubensalto
3.73,108.32,96.2,71.76,88.91,108.48,121.3,20190930-1247-FRANKFURT_2-01-196,Schraubensalto
5.101,120.96,97.64,201.6,119.12,104.42,189.78,20190930-1247-FRANKFURT_2-01-196,Schraubensalto
4.527,177.6,74.24,181.68,179.99,82.9,188.24,20190930-1247-FRANKFURT_2-01-196,Schraubensalto
4.056,212.72,53.12,246.08,215.48,51.11,234.88,20190930-1247-FRANKFURT_2-01-196,Schraubensalto
4.213,219.68,-8.64,253.96,219.7,-13.16,251.43,20190930-1247-FRANKFURT_2-01-196,Schraubensalto
6.395,220.32,-79.0,292.64,215.48,-78.61,291.1,20190930-1247-FRANKFURT_2-01-196,Schraubensalto
8.574,150.0,-129.44,358.92,148.38,-128.84,354.29,20190930-1247-FRANKFURT_2-01-196,Schraubensalto
10.452,25.44,-153.68,376.6,30.34,-151.28,381.32,20190930-1247-FRANKFURT_2-01-196,Schraubensalto
12.101,-9.68,-133.04,426.72,-5.84,-129.06,425.76,20190930-1247-FRANKFURT_2-01-196,Schraubensalto
12.655,27.28,-32.32,478.56,23.53,-23.94,461.57,20190930-1247-FRANKFURT_2-01-196,Schraubensalto
10.568,1.56,160.4,360.6,0.46,136.02,364.33,20190930-1247-FRANKFURT_2-01-196,Schraubensalto
7.496,-27.08,187.68,220.8,-27.2,184.16,217.78,20190930-1247-FRANKFURT_2-01-196,Schraubensalto
7.502,-22.6,245.16,107.16,-22.38,237.34,108.33,20190930-1247-FRANKFURT_2-01-196,Schraubensalto
8.338,-6.48,249.0,60.64,-9.64,244.48,69.76,20190930-1247-FRANKFURT_2-01-196,Schraubensalto
6.884,-36.24,230.2,69.16,-25.2,231.97,53.53,20190930-1247-FRANKFURT_2-01-196,Schraubensalto
4.053,-37.96,261.64,14.2,-36.98,269.22,17.62,20190930-1247-FRANKFURT_2-01-196,Schraubensalto
27.1,16.88,383.64,26.16,-0.83,362.35,17.78,20190930-1247-FRANKFURT_2-01-196,Schraubensalto
95.726,-8.36,74.52,18.16,-0.42,166.62,-26.08,20191007-1159-FRANKFURT_1-01-371,Salto C
48.401,-37.12,304.12,24.48,-25.88,280.65,6.0,20191007-1159-FRANKFURT_1-01-371,Salto C
4.098,-1.88,114.44,94.76,-5.67,102.76,57.39,20191007-1159-FRANKFURT_1-01-371,Salto C
11.694,19.8,-141.92,39.76,9.81,-136.16,48.08,20191007-1159-FRANKFURT_1-01-371,Salto C
11.568,5.96,-353.52,-201.08,1.63,-245.44,-84.46,20191007-1159-FRANKFURT_1-01-371,Salto C
6.643,13.2,328.92,36.64,-2.95,308.79,21.23,20191007-1159-FRANKFURT_1-01-371,Salto C
12.761,-31.48,541.2,23.64,-35.45,582.85,16.6,20191007-1159-FRANKFURT_1-01-371,Salto C
13.168,-8.96,704.84,2.04,-17.41,683.14,-2.06,20191007-1159-FRANKFURT_1-01-371,Salto C
17.074,11.04,557.16,4.2,7.25,575.03,0.66,20191007-1159-FRANKFURT_1-01-371,Salto C
17.597,-8.28,136.2,57.6,-9.96,274.25,13.93,20191007-1159-FRANKFURT_1-01-371,Salto C
7.688,13.84,171.44,-29.44,8.13,194.38,5.53,20191007-1159-FRANKFURT_1-01-371,Salto C
1.706,22.16,100.08,1.04,21.89,110.1,2.69,20191007-1159-FRANKFURT_1-01-371,Salto C
3.026,14.36,69.64,-31.36,13.02,68.19,-26.77,20191007-1159-FRANKFURT_1-01-371,Salto C
4.475,3.04,57.76,-31.44,3.95,62.92,-31.54,20191007-1159-FRANKFURT_1-01-371,Salto C
4.678,-2.56,77.48,-27.48,-3.3,77.03,-24.4,20191007-1159-FRANKFURT_1-01-371,Salto C
4.83,-20.44,98.32,-12.56,-18.96,94.1,-7.08,20191007-1159-FRANKFURT_1-01-371,Salto C
4.422,-20.04,149.24,30.52,-19.05,145.54,21.99,20191007-1159-FRANKFURT_1-01-371,Salto C
4.892,-34.84,181.0,23.12,-30.68,181.84,14.08,20191007-1159-FRANKFURT_1-01-371,Salto C
5.46,-13.88,218.84,-66.72,-24.4,229.22,-60.88,20191007-1159-FRANKFURT_1-01-371,Salto C
48.919,-25.68,239.96,-13.08,-43.6,211.45,-27.65,20191007-1159-FRANKFURT_1-01-371,Salto C
78.002,-36.32,-103.48,224.72,-5.32,-65.2,6.66,20191001-1202-FRANKFURT_2-01-183,Salto A
65.115,-9.16,-226.28,18.92,-3.39,-230.76,18.44,20191001-1202-FRANKFURT_2-01-183,Salto A
14.166,22.32,-380.16,63.24,13.51,-329.51,59.36,20191001-1202-FRANKFURT_2-01-183,Salto A
7.4,-6.2,-243.64,-105.68,-0.5,-203.52,-58.57,20191001-1202-FRANKFURT_2-01-183,Salto A
6.642,-9.04,-77.52,-23.52,-10.25,-117.33,-8.84,20191001-1202-FRANKFURT_2-01-183,Salto A
9.769,-19.36,-231.28,-10.52,-19.03,-213.65,-22.11,20191001-1202-FRANKFURT_2-01-183,Salto A
8.406,2.12,-252.08,10.84,-1.44,-249.66,-15.95,20191001-1202-FRANKFURT_2-01-183,Salto A
9.147,7.96,-252.48,-14.8,5.06,-251.16,-20.25,20191001-1202-FRANKFURT_2-01-183,Salto A
8.16,5.64,-249.12,22.6,5.05,-249.81,6.32,20191001-1202-FRANKFURT_2-01-183,Salto A
6.973,16.28,-219.16,3.6,8.54,-220.75,-2.28,20191001-1202-FRANKFURT_2-01-183,Salto A
6.553,-5.72,-175.08,18.2,-4.42,-170.97,16.97,20191001-1202-FRANKFURT_2-01-183,Salto A
7.536,-20.8,-121.4,20.12,-14.97,-120.66,20.25,20191001-1202-FRANKFURT_2-01-183,Salto A
8.563,-12.92,-118.8,18.0,-11.63,-117.11,16.09,20191001-1202-FRANKFURT_2-01-183,Salto A
8.868,-21.28,-166.44,-9.16,-18.02,-166.26,-7.92,20191001-1202-FRANKFURT_2-01-183,Salto A
10.159,-24.4,-224.52,-21.92,-21.84,-228.08,-21.31,20191001-1202-FRANKFURT_2-01-183,Salto A
11.214,-6.68,-243.52,-29.08,-8.55,-248.88,-30.57,20191001-1202-FRANKFURT_2-01-183,Salto A
12.297,-10.36,-272.52,-7.36,-11.91,-271.72,-9.51,20191001-1202-FRANKFURT_2-01-183,Salto A
11.871,-25.76,-299.12,9.6,-25.0,-288.13,2.79,20191001-1202-FRANKFURT_2-01-183,Salto A
6.642,-19.96,-263.44,-3.12,-24.26,-279.23,-4.83,20191001-1202-FRANKFURT_2-01-183,Salto A
32.506,8.92,-337.64,-77.72,-12.12,-308.05,-70.69,20191001-1202-FRANKFURT_2-01-183,Salto A
103.998,-19.6,119.2,-27.52,-25.0,128.86,-25.2,0827-BK1-01-62,Salto B
61.454,26.64,166.56,21.44,25.91,153.18,18.58,0827-BK1-01-62,Salto B
4.48,27.2,4.96,38.8,21.74,19.68,43.0,0827-BK1-01-62,Salto B
8.828,0.48,-46.0,33.76,-0.11,-57.99,31.05,0827-BK1-01-62,Salto B
9.435,5.2,-76.8,-35.84,-3.37,-64.04,-34.62,0827-BK1-01-62,Salto B
6.988,-53.44,206.0,-20.16,-48.37,209.16,-19.99,0827-BK1-01-62,Salto B
14.275,-47.6,530.16,50.24,-38.94,508.33,42.27,0827-BK1-01-62,Salto B
26.304,-6.96,504.08,25.76,-10.18,512.12,29.85,0827-BK1-01-62,Salto B
31.568,47.36,492.56,-24.16,30.02,477.91,2.21,0827-BK1-01-62,Salto B
7.254,8.0,229.44,-24.08,7.62,243.41,-9.22,0827-BK1-01-62,Salto B
4.101,3.92,170.72,1.2,2.71,171.57,-3.07,0827-BK1-01-62,Salto B
4.041,0.8,154.8,-6.8,0.94,159.17,-7.38,0827-BK1-01-62,Salto B
4.286,5.44,171.04,-1.28,6.56,170.52,-0.55,0827-BK1-01-62,Salto B
4.54,4.48,184.96,8.64,2.75,183.86,7.45,0827-BK1-01-62,Salto B
4.054,-3.68,173.52,-9.44,-3.48,173.06,-6.97,0827-BK1-01-62,Salto B
3.45,-2.08,128.48,-6.88,-3.02,128.88,-8.64,0827-BK1-01-62,Salto B
4.394,-10.08,89.28,-8.4,-8.96,90.55,-6.71,0827-BK1-01-62,Salto B
4.186,-1.28,66.96,0.72,-1.71,69.74,4.42,0827-BK1-01-62,Salto B
5.442,-8.24,105.28,45.28,-5.72,104.68,34.6,0827-BK1-01-62,Salto B
22.368,15.04,168.24,36.56,14.76,188.66,21.94,0827-BK1-01-62,Salto B
115.863,-6.72,64.84,19.24,4.89,84.02,14.52,0115-MORITZ-03-25,Salto C
41.072,45.56,151.28,-16.52,39.92,136.44,-20.11,0115-MORITZ-03-25,Salto C
8.931,-37.48,-99.44,92.16,-24.83,-60.94,43.61,0115-MORITZ-03-25,Salto C
4.969,10.84,13.56,1.56,10.01,8.73,9.03,0115-MORITZ-03-25,Salto C
5.917,8.64,118.28,3.92,5.97,119.02,5.93,0115-MORITZ-03-25,Salto C
7.821,-10.6,252.76,-4.08,-8.98,247.32,-2.76,0115-MORITZ-03-25,Salto C
8.998,-9.0,299.96,-6.68,-10.15,294.37,-7.94,0115-MORITZ-03-25,Salto C
8.91,-10.64,277.04,-12.04,-11.31,276.16,-13.11,0115-MORITZ-03-25,Salto C
7.427,-20.36,258.12,-14.2,-18.9,259.57,-13.66,0115-MORITZ-03-25,Salto C
6.534,-15.52,234.72,-10.68,-16.47,237.04,-9.01,0115-MORITZ-03-25,Salto C
5.713,-31.0,225.72,-5.92,-23.15,224.43,-8.82,0115-MORITZ-03-25,Salto C
5.174,-16.24,196.28,0.32,-16.29,196.12,-2.47,0115-MORITZ-03-25,Salto C
5.123,-15.56,187.84,-14.2,-17.84,192.02,-10.65,0115-MORITZ-03-25,Salto C
6.0,-17.24,213.16,1.92,-19.15,215.2,0.77,0115-MORITZ-03-25,Salto C
5.457,-27.32,218.0,21.92,-27.98,218.74,21.32,0115-MORITZ-03-25,Salto C
4.141,-20.16,183.44,15.96,-20.33,181.79,18.51,0115-MORITZ-03-25,Salto C
2.224,-6.52,153.44,12.48,-6.09,150.61,17.18,0115-MORITZ-03-25,Salto C
1.485,6.64,98.44,-3.76,5.14,109.33,2.52,0115-MORITZ-03-25,Salto C
1.135,-34.44,110.24,-3.08,-24.76,101.17,-3.18,0115-MORITZ-03-25,Salto C
40.169,24.64,138.52,-12.08,6.44,109.91,-14.24,0115-MORITZ-03-25,Salto C
80.61,44.44,151.12,-41.84,32.71,99.06,13.58,20191007-1150-FRANKFURT_2-01-141,Salto A
57.898,27.92,181.48,10.24,26.95,182.02,7.35,20191007-1150-FRANKFURT_2-01-141,Salto A
14.713,14.32,278.32,-51.2,15.31,267.07,-35.38,20191007-1150-FRANKFURT_2-01-141,Salto A
7.487,20.52,179.52,-42.28,13.29,212.04,-32.73,20191007-1150-FRANKFURT_2-01-141,Salto A
3.587,-0.68,154.04,-11.6,5.25,159.72,-15.02,20191007-1150-FRANKFURT_2-01-141,Salto A
6.628,3.6,93.96,-32.4,2.54,110.1,-17.51,20191007-1150-FRANKFURT_2-01-141,Salto A
8.287,-20.08,245.64,-13.48,-16.07,231.76,-9.68,20191007-1150-FRANKFURT_2-01-141,Salto A
9.212,6.48,278.88,-6.28,4.38,269.87,0.25,20191007-1150-FRANKFURT_2-01-141,Salto A
8.623,10.12,262.84,-0.52,9.7,268.94,3.44,20191007-1150-FRANKFURT_2-01-141,Salto A
7.748,23.64,272.92,-2.08,21.59,270.42,-0.87,20191007-1150-FRANKFURT_2-01-141,Salto A
8.133,33.8,236.36,6.0,31.42,230.33,2.34,20191007-1150-FRANKFURT_2-01-141,Salto A
8.37,19.4,193.0,-0.28,19.21,194.9,-2.47,20191007-1150-FRANKFURT_2-01-141,Salto A
8.444,1.84,167.6,-3.32,2.3,175.34,-11.41,20191007-1150-FRANKFURT_2-01-141,Salto A
8.188,-8.12,163.8,-13.72,-7.06,167.85,-10.84,20191007-1150-FRANKFURT_2-01-141,Salto A
9.481,-0.56,145.52,-14.48,1.04,157.97,-6.45,20191007-1150-FRANKFURT_2-01-141,Salto A
8.969,-5.76,180.04,-3.52,-3.17,179.13,-4.78,20191007-1150-FRANKFURT_2-01-141,Salto A
7.915,-11.0,219.96,9.28,-10.77,212.26,6.92,20191007-1150-FRANKFURT_2-01-141,Salto A
5.51,-1.84,194.44,67.56,2.03,194.92,45.11,20191007-1150-FRANKFURT_2-01-141,Salto A
7.987,53.0,182.32,-82.2,36.86,210.56,-51.01,20191007-1150-FRANKFURT_2-01-141,Salto A
41.017,47.72,308.48,25.16,48.63,279.32,9.05,20191007-1150-FRANKFURT_2-01-141,Salto A
95.259,-6.72,213.76,46.0,-22.56,213.92,27.86,20191008-1157-FRANKFURT_1-01-89,Salto A
36.667,-51.0,289.76,28.84,-31.2,287.07,15.75,20191008-1157-FRANKFURT_1-01-89,Salto A
8.85,34.76,187.52,-94.52,11.15,217.93,-44.39,20191008-1157-FRANKFURT_1-01-89,Salto A
1.14,6.6,262.56,-30.48,3.72,236.03,-10.54,20191008-1157-FRANKFURT_1-01-89,Salto A
8.798,-7.56,144.04,-19.48,-1.48,147.66,-8.65,20191008-1157-FRANKFURT_1-01-89,Salto A
7.825,-21.92,161.36,-5.16,-13.96,160.64,-7.1,20191008-1157-FRANKFURT_1-01-89,Salto A
7.552,-15.0,199.84,4.32,-15.51,197.74,2.31,20191008-1157-FRANKFURT_1-01-89,Salto A
6.677,-14.4,220.56,6.44,-12.82,206.4,5.5,20191008-1157-FRANKFURT_1-01-89,Salto A
5.721,-10.28,181.2,9.0,-4.92,170.34,9.53,20191008-1157-FRANKFURT_1-01-89,Salto A
4.83,10.12,126.44,8.68,8.41,131.96,5.92,20191008-1157-FRANKFURT_1-01-89,Salto A
6.614,5.96,107.48,-9.52,6.07,113.55,-9.5,20191008-1157-FRANKFURT_1-01-89,Salto A
6.186,-1.92,130.56,-6.8,0.16,131.78,-7.07,20191008-1157-FRANKFURT_1-01-89,Salto A
6.303,-0.2,164.68,-0.96,0.73,162.56,-2.79,20191008-1157-FRANKFURT_1-01-89,Salto A
6.69,2.12,172.76,-12.16,2.32,173.92,-16.43,20191008-1157-FRANKFURT_1-01-89,Salto A
7.762,-10.92,190.2,-31.2,-7.8,190.94,-32.18,20191008-1157-FRANKFURT_1-01-89,Salto A
9.779,-23.8,250.56,-43.08,-23.25,242.69,-38.59,20191008-1157-FRANKFURT_1-01-89,Salto A
8.627,-35.48,297.36,-37.4,-38.65,285.99,-35.49,20191008-1157-FRANKFURT_1-01-89,Salto A
7.394,-50.4,259.32,-1.12,-46.33,272.2,2.51,20191008-1157-FRANKFURT_1-01-89,Salto A
8.017,-6.64,349.68,-23.08,-17.52,339.19,-15.54,20191008-1157-FRANKFURT_1-01-89,Salto A
57.949,-66.88,348.84,4.16,-28.06,271.89,11.94,20191008-1157-FRANKFURT_1-01-89,Salto A
98.876,13.64,157.24,5.56,12.77,173.47,4.62,20190930-1153-FRANKFURT_1-01-144,Schraubensalto
48.552,20.4,223.88,52.52,16.48,227.44,60.15,20190930-1153-FRANKFURT_1-01-144,Schraubensalto
5.37,48.4,249.76,86.88,44.19,224.23,112.9,20190930-1153-FRANKFURT_1-01-144,Schraubensalto
1.321,99.04,118.76,130.52,90.07,121.63,144.23,20190930-1153-FRANKFURT_1-01-144,Schraubensalto
4.167,56.6,102.56,189.2,65.76,105.71,183.74,20190930-1153-FRANKFURT_1-01-144,Schraubensalto
2.828,132.48,106.64,179.8,129.23,103.51,190.16,20190930-1153-FRANKFURT_1-01-144,Schraubensalto
3.19,167.08,74.24,221.04,165.61,75.72,222.46,20190930-1153-FRANKFURT_1-01-144,Schraubensalto
3.834,188.32,15.0,259.28,186.56,12.45,266.06,20190930-1153-FRANKFURT_1-01-144,Schraubensalto
5.616,165.12,-78.76,309.64,161.65,-80.76,315.1,20190930-1153-FRANKFURT_1-01-144,Schraubensalto
9.136,91.44,-175.56,355.92,87.29,-173.8,354.84,20190930-1153-FRANKFURT_1-01-144,Schraubensalto
10.707,-13.96,-218.88,350.04,-11.56,-213.88,352.44,20190930-1153-FRANKFURT_1-01-144,Schraubensalto
13.146,-84.32,-196.12,361.64,-84.78,-192.8,359.98,20190930-1153-FRANKFURT_1-01-144,Schraubensalto
11.983,-141.2,-89.96,338.8,-141.74,-97.74,341.04,20190930-1153-FRANKFURT_1-01-144,Schraubensalto
10.626,-162.92,-18.6,373.28,-157.88,-21.88,365.67,20190930-1153-FRANKFURT_1-01-144,Schraubensalto
10.696,-126.0,75.0,312.84,-124.09,67.16,315.19,20190930-1153-FRANKFURT_1-01-144,Schraubensalto
8.814,-72.76,127.8,267.76,-73.5,123.23,268.03,20190930-1153-FRANKFURT_1-01-144,Schraubensalto
7.498,-41.84,136.32,225.28,-37.95,134.34,222.65,20190930-1153-FRANKFURT_1-01-144,Schraubensalto
8.474,39.8,152.8,236.96,41.25,152.5,224.07,20190930-1153-FRANKFURT_1-01-144,Schraubensalto
9.08,114.12,179.52,126.28,104.55,181.17,124.9,20190930-1153-FRANKFURT_1-01-144,Schraubensalto
17.023,65.08,223.76,-105.32,58.07,223.43,-79.44,20190930-1153-FRANKFURT_1-01-144,Schraubensalto
99.14,63.92,54.76,-119.52,19.2,34.43,-33.36,20191007-1150-FRANKFURT_2-01-57,Cody C
82.721,36.64,-186.56,22.88,12.25,-130.4,55.3,20191007-1150-FRANKFURT_2-01-57,Cody C
19.644,-6.04,118.84,92.08,-8.92,52.03,83.09,20191007-1150-FRANKFURT_2-01-57,Cody C
15.569,-61.08,-112.4,52.04,-45.47,-61.16,43.71,20191007-1150-FRANKFURT_2-01-57,Cody C
12.405,-37.16,87.56,32.44,-21.53,90.45,19.64,20191007-1150-FRANKFURT_2-01-57,Cody C
14.722,-7.4,285.44,-5.36,-1.16,278.33,-1.81,20191007-1150-FRANKFURT_2-01-57,Cody C
26.696,54.16,531.24,22.96,43.7,519.53,21.07,20191007-1150-FRANKFURT_2-01-57,Cody C
32.433,68.84,677.84,19.84,64.78,681.94,12.3,20191007-1150-FRANKFURT_2-01-57,Cody C
28.683,55.52,627.8,-43.44,55.21,624.69,-34.11,20191007-1150-FRANKFURT_2-01-57,Cody C
22.901,21.68,533.12,11.48,19.61,494.75,4.4,20191007-1150-FRANKFURT_2-01-57,Cody C
28.631,-21.24,339.68,12.08,-7.32,334.94,3.43,20191007-1150-FRANKFURT_2-01-57,Cody C
4.683,-21.08,79.6,14.0,-7.56,283.8,-18.6,20191007-1150-FRANKFURT_2-01-57,Cody C
5.062,13.84,111.28,2.2,10.36,163.05,-3.3,20191007-1150-FRANKFURT_2-01-57,Cody C
6.655,26.16,109.24,16.72,23.51,129.02,8.75,20191007-1150-FRANKFURT_2-01-57,Cody C
7.792,17.12,125.48,3.28,18.5,134.34,1.05,20191007-1150-FRANKFURT_2-01-57,Cody C
9.422,18.48,142.04,7.08,19.71,148.81,0.76,20191007-1150-FRANKFURT_2-01-57,Cody C
8.476,9.32,187.72,-10.6,10.01,186.65,-5.59,20191007-1150-FRANKFURT_2-01-57,Cody C
6.768,-3.76,225.48,29.08,-1.36,222.33,26.72,20191007-1150-FRANKFURT_2-01-57,Cody C
3.19,30.04,170.52,39.44,29.31,210.87,24.98,20191007-1150-FRANKFURT_2-01-57,Cody C
26.726,7.2,331.92,-73.52,15.36,312.19,-70.57,20191007-1150-FRANKFURT_2-01-57,Cody C
107.235,-1.48,15.72,7.84,19.08,51.28,30.9,20190930-1616-FRANKFURT_1-01-344,Barani A
57.046,-21.08,-57.24,40.68,-21.33,-82.72,50.66,20190930-1616-FRANKFURT_1-01-344,Barani A
6.576,-11.48,-260.08,104.72,-33.55,-223.33,95.23,20190930-1616-FRANKFURT_1-01-344,Barani A
5.615,-74.44,-150.68,63.2,-70.92,-144.95,63.29,20190930-1616-FRANKFURT_1-01-344,Barani A
4.746,-49.12,-97.6,51.76,-51.92,-93.62,48.33,20190930-1616-FRANKFURT_1-01-344,Barani A
5.532,-76.88,-110.2,77.36,-75.3,-111.58,74.05,20190930-1616-FRANKFURT_1-01-344,Barani A
6.959,-126.0,-167.56,109.48,-122.66,-160.21,103.21,20190930-1616-FRANKFURT_1-01-344,Barani A
8.496,-167.28,-177.76,133.64,-165.27,-171.1,130.49,20190930-1616-FRANKFURT_1-01-344,Barani A
8.619,-181.28,-150.36,180.56,-181.2,-138.75,174.11,20190930-1616-FRANKFURT_1-01-344,Barani A
8.639,-182.72,-33.72,204.16,-183.23,-30.95,202.23,20190930-1616-FRANKFURT_1-01-344,Barani A
7.937,-169.64,17.12,177.6,-167.59,19.94,178.5,20190930-1616-FRANKFURT_1-01-344,Barani A
8.029,-136.36,58.96,180.32,-134.91,58.23,177.25,20190930-1616-FRANKFURT_1-01-344,Barani A
8.239,-93.76,89.16,149.16,-95.89,91.99,147.66,20190930-1616-FRANKFURT_1-01-344,Barani A
7.459,-72.88,135.4,108.76,-73.27,134.97,112.08,20190930-1616-FRANKFURT_1-01-344,Barani A
6.954,-60.08,177.96,84.44,-61.42,173.8,86.05,20190930-1616-FRANKFURT_1-01-344,Barani A
6.99,-44.52,205.52,64.72,-47.21,201.71,64.35,20190930-1616-FRANKFURT_1-01-344,Barani A
7.699,-37.12,192.92,7.76,-39.22,190.8,14.82,20190930-1616-FRANKFURT_1-01-344,Barani A
9.228,-55.16,194.72,5.72,-50.31,184.45,5.27,20190930-1616-FRANKFURT_1-01-344,Barani A
6.317,-12.72,202.24,21.72,-22.98,203.96,14.87,20190930-1616-FRANKFURT_1-01-344,Barani A
24.633,-49.08,282.48,-56.96,-43.41,276.21,-20.74,20190930-1616-FRANKFURT_1-01-344,Barani A
101.246,47.36,76.96,32.72,34.12,88.16,40.81,0827-BK2-01-122,Salto A
63.167,55.6,183.84,-75.44,44.72,176.99,-54.39,0827-BK2-01-122,Salto A
3.265,-1.68,110.0,-9.76,5.38,128.9,-24.91,0827-BK2-01-122,Salto A
1.73,8.8,133.6,15.76,7.09,99.99,10.49,0827-BK2-01-122,Salto A
4.537,-15.2,64.72,-18.24,-15.26,67.49,-13.52,0827-BK2-01-122,Salto A
7.056,-5.92,177.44,9.28,-6.42,170.18,0.84,0827-BK2-01-122,Salto A
6.853,18.8,225.44,-22.96,14.14,220.56,-20.49,0827-BK2-01-122,Salto A
6.693,13.84,235.76,-37.92,16.89,234.21,-36.61,0827-BK2-01-122,Salto A
5.565,18.64,248.96,-14.32,18.25,247.88,-14.11,0827-BK2-01-122,Salto A
5.365,-15.28,237.92,6.96,-12.89,237.0,1.14,0827-BK2-01-122,Salto A
6.364,-7.36,214.0,-23.68,-7.77,213.67,-21.98,0827-BK2-01-122,Salto A
5.542,3.04,201.52,-20.56,4.29,201.37,-21.27,0827-BK2-01-122,Salto A
