DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_I_ABS_x LapEnd,DJump_I_ABS_y LapEnd,DJump_I_ABS_z LapEnd,DJump_ABS_I_x LapEnd,DJump_ABS_I_y LapEnd,DJump_ABS_I_z LapEnd,DJump_SIG_I_S1_x LapEnd,DJump_SIG_I_S1_y LapEnd,DJump_SIG_I_S1_z LapEnd,DJump_SIG_I_S2_x LapEnd,DJump_SIG_I_S2_y LapEnd,DJump_SIG_I_S2_z LapEnd,DJump_SIG_I_S3_x LapEnd,DJump_SIG_I_S3_y LapEnd,DJump_SIG_I_S3_z LapEnd,DJump_SIG_I_S4_x LapEnd,DJump_SIG_I_S4_y LapEnd,DJump_SIG_I_S4_z LapEnd,DJump_I_ABS_S1_x LapEnd,DJump_I_ABS_S1_y LapEnd,DJump_I_ABS_S1_z LapEnd,DJump_I_ABS_S2_x LapEnd,DJump_I_ABS_S2_y LapEnd,DJump_I_ABS_S2_z LapEnd,DJump_I_ABS_S3_x LapEnd,DJump_I_ABS_S3_y LapEnd,DJump_I_ABS_S3_z LapEnd,DJump_I_ABS_S4_x LapEnd,DJump_I_ABS_S4_y LapEnd,DJump_I_ABS_S4_z LapEnd,DJump_ABS_I_S1_x LapEnd,DJump_ABS_I_S1_y LapEnd,DJump_ABS_I_S1_z LapEnd,DJump_ABS_I_S2_x LapEnd,DJump_ABS_I_S2_y LapEnd,DJump_ABS_I_S2_z LapEnd,DJump_ABS_I_S3_x LapEnd,DJump_ABS_I_S3_y LapEnd,DJump_ABS_I_S3_z LapEnd,DJump_ABS_I_S4_x LapEnd,DJump_ABS_I_S4_y LapEnd,DJump_ABS_I_S4_z LapEnd,0_Acc_N_Fil,0_Gyro_x_R,0_Gyro_y_R,0_Gyro_z_R,0_Gyro_x_Fil,0_Gyro_y_Fil,0_Gyro_z_Fil,5_Acc_N_Fil,5_Gyro_x_R,5_Gyro_y_R,5_Gyro_z_R,5_Gyro_x_Fil,5_Gyro_y_Fil,5_Gyro_z_Fil,10_Acc_N_Fil,10_Gyro_x_R,10_Gyro_y_R,10_Gyro_z_R,10_Gyro_x_Fil,10_Gyro_y_Fil,10_Gyro_z_Fil,15_Acc_N_Fil,15_Gyro_x_R,15_Gyro_y_R,15_Gyro_z_R,15_Gyro_x_Fil,15_Gyro_y_Fil,15_Gyro_z_Fil,20_Acc_N_Fil,20_Gyro_x_R,20_Gyro_y_R,20_Gyro_z_R,20_Gyro_x_Fil,20_Gyro_y_Fil,20_Gyro_z_Fil,25_Acc_N_Fil,25_Gyro_x_R,25_Gyro_y_R,25_Gyro_z_R,25_Gyro_x_Fil,25_Gyro_y_Fil,25_Gyro_z_Fil,30_Acc_N_Fil,30_Gyro_x_R,30_Gyro_y_R,30_Gyro_z_R,30_Gyro_x_Fil,30_Gyro_y_Fil,30_Gyro_z_Fil,35_Acc_N_Fil,35_Gyro_x_R,35_Gyro_y_R,35_Gyro_z_R,35_Gyro_x_Fil,35_Gyro_y_Fil,35_Gyro_z_Fil,40_Acc_N_Fil,40_Gyro_x_R,40_Gyro_y_R,40_Gyro_z_R,40_Gyro_x_Fil,40_Gyro_y_Fil,40_Gyro_z_Fil,45_Acc_N_Fil,45_Gyro_x_R,45_Gyro_y_R,45_Gyro_z_R,45_Gyro_x_Fil,45_Gyro_y_Fil,45_Gyro_z_Fil,50_Acc_N_Fil,50_Gyro_x_R,50_Gyro_y_R,50_Gyro_z_R,50_Gyro_x_Fil,50_Gyro_y_Fil,50_Gyro_z_Fil,55_Acc_N_Fil,55_Gyro_x_R,55_Gyro_y_R,55_Gyro_z_R,55_Gyro_x_Fil,55_Gyro_y_Fil,55_Gyro_z_Fil,60_Acc_N_Fil,60_Gyro_x_R,60_Gyro_y_R,60_Gyro_z_R,60_Gyro_x_Fil,60_Gyro_y_Fil,60_Gyro_z_Fil,65_Acc_N_Fil,65_Gyro_x_R,65_Gyro_y_R,65_Gyro_z_R,65_Gyro_x_Fil,65_Gyro_y_Fil,65_Gyro_z_Fil,70_Acc_N_Fil,70_Gyro_x_R,70_Gyro_y_R,70_Gyro_z_R,70_Gyro_x_Fil,70_Gyro_y_Fil,70_Gyro_z_Fil,75_Acc_N_Fil,75_Gyro_x_R,75_Gyro_y_R,75_Gyro_z_R,75_Gyro_x_Fil,75_Gyro_y_Fil,75_Gyro_z_Fil,80_Acc_N_Fil,80_Gyro_x_R,80_Gyro_y_R,80_Gyro_z_R,80_Gyro_x_Fil,80_Gyro_y_Fil,80_Gyro_z_Fil,85_Acc_N_Fil,85_Gyro_x_R,85_Gyro_y_R,85_Gyro_z_R,85_Gyro_x_Fil,85_Gyro_y_Fil,85_Gyro_z_Fil,90_Acc_N_Fil,90_Gyro_x_R,90_Gyro_y_R,90_Gyro_z_R,90_Gyro_x_Fil,90_Gyro_y_Fil,90_Gyro_z_Fil,95_Acc_N_Fil,95_Gyro_x_R,95_Gyro_y_R,95_Gyro_z_R,95_Gyro_x_Fil,95_Gyro_y_Fil,95_Gyro_z_Fil,Sprungtyp,SprungID
84.413,-318.432,530.664,166.216,510.342,625.464,170.983,460.144,603.414,-15.353,-219.892,26.428,-38.286,-203.731,97.139,102.421,-30.904,343.131,35.632,136.095,63.967,16.175,219.892,26.428,37.465,203.731,120.281,15.024,30.904,367.27,27.74,-136.095,68.875,29.809,224.136,49.707,45.63,208.955,124.962,123.481,81.744,367.27,41.877,137.22,104.086,87.643,9.939,-167.005,80.016,5.33,-185.636,67.997,37.744,-109.231,-527.981,144.456,-92.133,-514.947,120.882,29.754,-52.41,-676.503,2.67,-59.133,-661.478,17.543,41.087,-29.449,-659.532,17.559,-29.403,-657.674,28.096,52.028,-10.031,-614.674,83.467,-11.48,-622.582,67.315,55.278,-20.837,-648.304,28.586,-24.401,-647.158,42.043,57.403,-65.927,-667.239,114.161,-66.789,-661.853,113.695,51.118,-129.386,-595.297,186.586,-127.031,-588.572,186.09,40.073,-154.86,-412.211,283.885,-147.459,-406.374,299.508,33.965,-85.171,-155.314,587.765,-75.045,-169.499,586.212,34.592,142.492,-74.54,841.951,140.836,-61.423,827.036,36.03,360.299,62.192,894.249,354.318,29.423,886.106,40.128,433.228,-160.998,852.532,413.931,-152.484,856.674,40.06,257.926,-243.272,858.941,257.151,-213.813,853.414,35.472,74.856,59.912,773.453,81.564,48.728,758.804,23.684,2.773,225.739,493.626,11.713,218.683,499.094,19.06,46.701,265.247,289.495,47.514,269.936,294.708,17.092,104.744,359.979,156.977,104.639,358.9,155.898,15.943,163.644,435.292,4.28,156.9,429.514,1.352,64.107,117.509,364.629,-163.55,111.514,345.665,-126.095,Fliffis- Rudi C,generated_Mean_Fliffis- Rudi C
-43.531,-69.866,199.018,49.825,70.3,207.236,75.522,306.12,221.295,-2.869,-122.387,18.977,-13.039,-57.108,84.244,-25.313,35.595,78.468,-2.311,74.034,17.329,9.961,122.387,19.833,12.269,57.108,87.467,24.467,-35.595,81.793,3.127,-73.6,18.143,14.741,128.037,25.016,21.672,63.706,87.754,28.372,40.033,82.335,10.737,74.345,26.191,87.115,11.403,0.917,15.267,11.219,-4.87,15.211,34.666,6.422,-186.655,43.071,5.792,-183.112,42.339,11.956,-13.148,-338.273,47.345,-11.828,-331.745,46.8,14.289,-12.54,-399.432,42.748,-13.382,-400.24,43.741,15.515,-20.493,-427.383,72.527,-20.819,-421.922,72.827,13.698,-34.376,-347.933,103.603,-33.2,-343.69,105.472,12.067,-26.652,-178.869,163.777,-26.006,-181.213,162.225,11.045,-10.644,-56.246,206.619,-12.767,-60.908,205.628,9.51,-25.092,-22.595,231.94,-25.416,-23.673,231.175,8.038,-46.757,-15.211,239.872,-46.248,-14.463,239.019,7.456,-65.892,16.94,228.216,-65.088,17.454,227.977,6.928,-72.291,60.537,214.066,-71.709,60.266,212.917,6.255,-62.786,94.092,178.579,-62.419,93.437,178.474,5.641,-45.397,112.285,140.918,-45.368,111.745,141.422,5.38,-27.754,120.549,111.853,-28.164,120.535,111.874,5.497,-16.465,125.906,82.809,-16.624,126.135,83.336,6.199,-9.561,137.494,63.565,-9.529,138.595,64.124,5.999,-0.138,167.948,52.172,0.006,169.389,49.355,14.287,5.33,231.791,0.371,4.144,225.498,4.87,71.06,-4.785,168.782,-1.057,-4.369,172.398,-1.817,Barani C,generated_Mean_Barani C
-3.994,1.934,1.604,6.029,7.529,6.39,28.941,186.705,44.928,-0.531,-2.837,1.066,-1.809,-53.389,1.35,-1.647,40.32,-1.831,-0.007,17.839,1.019,2.32,18.931,3.617,2.163,37.295,0.95,1.062,-40.106,1.033,0.484,-8.591,0.791,7.928,40.538,13.246,7.562,74.897,10.392,6.574,44.75,8.718,6.877,26.52,12.571,78.449,1.197,109.161,-4.772,3.132,102.993,-3.865,29.652,0.543,80.931,7.108,0.575,73.597,7.107,4.938,-0.247,-28.288,13.205,-0.206,-22.69,12.968,3.695,-1.244,-67.191,8.194,-1.375,-67.735,7.037,4.546,-5.477,-128.558,-0.815,-5.367,-127.876,0.18,5.199,-5.994,-183.949,6.353,-6.018,-182.731,6.555,7.163,-6.036,-209.642,14.621,-5.718,-205.788,13.411,9.376,-2.27,-173.327,7.391,-2.87,-170.56,7.7,9.064,-6.659,-83.782,0.173,-5.652,-82.325,0.265,8.193,-0.037,22.187,-2.05,-1.067,20.007,-1.621,7.963,-3.286,91.689,-2.141,-2.941,89.505,-2.344,6.691,-3.525,122.67,-6.737,-3.696,120.46,-6.373,4.877,-4.177,117.325,-4.249,-3.959,115.583,-4.191,3.65,-2.945,85.559,0.033,-3.183,86.085,-0.072,2.807,-4.733,59.651,1.62,-4.454,60.297,1.059,2.299,-1.565,42.916,-1.419,-1.668,43.586,-0.305,2.623,-0.192,39.255,10.598,-0.775,39.238,9.988,3.4,-6.403,36.656,14.989,-5.038,38.522,12.68,17.015,2.761,56.645,-5.769,1.599,54.724,-2.861,65.986,6.288,35.846,3.712,5.58,42.471,3.8,Grätschwinkel,generated_Mean_Grätschwinkel
-47.441,-349.709,132.193,85.176,364.399,203.106,134.057,622.589,235.417,-10.125,-204.907,6.714,-14.476,-255.664,23.634,-22.637,-0.256,90.319,-0.204,111.117,11.527,16.629,204.907,9.241,23.937,255.664,33.238,37.497,0.256,128.254,4.076,-111.117,28.838,22.203,209.621,24.079,31.524,255.817,41.651,64.011,60.403,128.755,19.355,111.438,44.468,92.59,0.821,-71.625,18.609,1.407,-75.865,19.078,41.725,-45.292,-391.103,50.417,-41.177,-378.527,42.801,25.774,-33.908,-562.899,-4.551,-34.843,-559.152,1.788,34.208,-18.748,-639.345,8.69,-18.907,-638.382,7.39,46.061,-16.623,-660.637,16.559,-17.285,-659.71,17.213,55.428,-21.529,-671.544,24.37,-21.009,-673.354,24.115,55.128,-22.223,-708.188,28.919,-22.452,-703.055,29.18,51.467,-24.341,-645.872,44.939,-24.756,-642.565,45.629,43.797,-31.587,-525.314,68.97,-32.826,-522.224,69.777,33.211,-58.799,-367.97,106.244,-57.69,-366.725,108.731,25.506,-62.858,-201.002,179.583,-61.539,-203.335,178.887,21.43,-53.96,-73.495,238.379,-54.052,-77.466,233.747,18.61,-52.379,8.081,236.409,-52.701,8.484,236.096,16.261,-47.883,91.309,223.227,-47.329,90.962,221.091,14.268,-35.106,155.053,174.76,-35.087,153.361,173.856,13.416,-19.471,186.104,109.049,-20.112,185.448,109.566,13.557,-13.607,210.985,52.707,-13.118,212.835,55.905,12.223,-0.358,268.421,38.519,0.431,268.609,35.748,14.226,21.884,335.248,-7.212,20.406,328.334,-9.974,58.67,17.475,267.87,-54.225,14.873,263.159,-44.8,Fliffis C,generated_Mean_Fliffis C
-25.407,-88.832,-9.36,220.917,95.464,250.127,342.984,545.736,327.27,-14.476,71.693,-3.302,-8.6,-248.344,-5.636,0.012,-22.532,-12.655,-2.343,110.351,12.232,109.568,71.693,82.497,155.527,104.959,-3.934,-39.217,22.532,147.723,-4.962,-103.719,23.842,118.033,96.675,82.925,155.54,248.344,52.625,49.05,90.193,147.812,20.36,110.524,43.908,88.306,-2.748,254.009,12.082,-0.328,259.337,7.393,22.047,-36.818,326.212,-1.343,-32.354,313.593,2.097,11.737,-1.075,199.296,3.59,-5.517,200.623,4.762,12.616,-17.08,103.298,-10.468,-17.862,98.2,-11.94,22.224,-65.071,-118.961,-8.383,-60.315,-122.209,-5.949,36.202,-30.023,-388.54,59.33,-30.926,-382.029,54.078,44.015,4.746,-527.979,31.109,3.157,-525.482,29.558,45.935,0.184,-609.867,-29.437,0.211,-605.543,-25.087,45.659,-6.161,-602.999,-29.62,-6.756,-599.573,-33.236,43.528,-18.734,-517.951,-85.164,-18.211,-514.677,-85.591,40.12,-32.826,-368.482,-143.559,-34.392,-363.479,-138.818,26.627,-55.816,-142.487,-94.72,-48.114,-146.803,-91.106,20.377,37.21,16.721,26.469,32.537,12.458,20.44,16.545,45.109,88.992,51.879,41.746,88.735,52.835,14.732,-5.729,146.051,73.566,-4.301,145.435,72.567,13.616,-24.624,184.544,63.501,-23.742,183.401,63.695,14.119,-29.698,206.542,45.615,-29.586,206.838,46.684,13.03,-23.505,240.453,38.171,-22.843,242.734,37.219,13.928,13.656,312.244,19.337,13.227,303.053,15.451,65.557,39.638,227.392,-22.732,36.76,219.464,-15.081,1/2 ein 1/2 aus C,generated_Mean_1/2 ein 1/2 aus C
13.762,691.071,-18.249,25.331,692.525,26.043,62.368,716.658,59.463,1.714,56.278,-9.066,-11.519,287.782,0.695,17.81,249.437,-3.019,5.757,97.574,-6.859,4.245,56.278,9.911,11.626,287.782,0.511,2.563,249.437,5.575,5.62,97.574,6.583,11.424,82.187,20.305,18.231,287.811,12.507,22.687,249.437,15.055,11.303,98.677,15.058,79.361,12.924,275.94,-20.621,16.136,275.34,-21.439,20.075,8.832,283.838,-12.852,9.231,273.898,-18.57,6.47,8.729,103.973,-40.996,7.687,102.626,-34.319,16.534,-1.489,-67.432,-2.47,-1.176,-53.208,-6.557,16.743,-9.211,19.645,-21.741,-10.153,33.863,-19.091,18.233,-30.352,381.096,-8.604,-28.453,374.731,-8.862,31.781,-26.902,632.373,-2.727,-27.475,620.339,-1.561,36.731,-27.688,665.593,6.008,-27.549,665.802,4.955,36.778,-24.148,691.805,4.852,-23.601,694.76,4.659,40.943,-11.983,769.461,6.874,-11.285,767.35,6.7,46.994,11.387,804.2,7.893,11.902,797.903,8.806,44.329,44.695,725.147,13.562,43.894,723.449,11.493,29.19,62.745,586.046,-12.155,60.782,580.999,-11.357,14.799,46.916,376.025,-24.334,47.064,379.672,-23.473,10.295,31.966,233.041,-19.095,32.101,237.145,-19.233,10.752,19.645,165.808,-19.664,19.69,168.549,-19.824,11.762,8.892,156.82,-20.522,9.263,160.522,-20.063,11.785,4.863,213.034,-13.73,5.173,214.269,-13.762,11.963,7.846,292.906,-10.205,8.944,288.495,-11.826,63.569,24.64,238.07,-10.129,22.079,229.827,-5.452,Doppelsalto B,generated_Mean_Doppelsalto B
-67.874,-624.105,101.8,67.874,624.105,101.8,93.985,669.699,140.383,-25.666,-211.458,42.652,-16.288,-172.587,23.854,-10.094,-78.533,12.268,-15.827,-161.526,23.026,25.666,211.458,42.652,16.288,172.587,23.854,10.094,78.533,12.268,15.827,161.526,23.026,33.269,213.58,48.139,19.331,176.048,28.088,18.037,99.822,23.069,23.349,180.25,41.088,89.291,14.81,-113.547,17.435,17.581,-114.121,23.549,38.764,-33.002,-414.75,209.002,-36.094,-401.213,182.346,30.471,-99.295,-570.928,86.556,-95.97,-571.858,101.303,32.673,-94.679,-670.967,91.631,-93.885,-665.205,93.438,28.189,-79.577,-666.709,90.635,-79.139,-661.222,91.173,27.545,-63.401,-591.292,86.598,-64.204,-594.862,85.022,28.219,-60.7,-555.994,75.603,-59.468,-553.405,75.276,22.252,-45.03,-482.834,53.311,-43.733,-477.229,51.816,12.596,-12.876,-304.045,25.575,-15.052,-300.535,28.487,10.469,-9.524,-64.507,46.696,-8.482,-70.925,45.072,11.714,5.042,58.479,37.201,4.503,49.9,35.386,8.876,1.805,25.117,8.05,-1.277,16.822,10.219,4.29,-38.56,-145.858,-0.58,-36.372,-149.041,2.951,9.688,-45.09,-362.509,35.454,-44.107,-355.917,33.867,16.693,-37.331,-475.806,61.298,-38.348,-472.72,61.874,22.307,-46.294,-522.651,85.634,-45.188,-520.277,84.281,21.758,-42.811,-527.955,87.526,-43.953,-525.127,87.393,22.448,-48.044,-499.82,72.08,-46.874,-483.702,67.543,28.627,-33.146,-308.949,-6.467,-33.361,-307.619,0.71,74.054,-10.44,3.274,30.644,-10.39,-29.608,24.934,1 3/4 Salto vw B,generated_Mean_1 3/4 Salto vw B
47.143,-331.88,85.738,47.143,331.88,166.335,90.423,689.337,231.918,18.041,-219.328,-5.158,13.11,-266.361,1.725,14.718,16.743,90.432,1.273,137.066,-1.261,18.041,219.328,5.492,16.281,266.361,10.807,11.548,-16.743,145.533,1.273,-137.066,4.503,20.804,220.22,16.415,23.777,266.361,37.014,31.568,64.266,150.62,14.273,138.489,27.869,90.899,12.617,-172.747,-15.791,12.812,-179.416,-11.605,37.299,37.65,-442.001,12.203,37.758,-438.294,5.329,30.473,60.787,-660.836,-28.456,59.625,-649.445,-24.037,34.592,66.912,-678.009,-7.456,64.52,-676.357,-7.82,47.476,42.734,-670.333,-12.828,44.036,-670.456,-14.034,53.261,40.884,-673.239,-40.167,42.623,-677.239,-37.917,55.141,55.425,-726.282,-37.736,55.469,-725.325,-36.13,55.272,65.16,-762.393,3.214,61.16,-753.963,3.945,45.597,23.185,-642.538,47.634,23.937,-632.825,46.53,32.586,-14.968,-384.613,70.373,-15.56,-388.212,81.865,24.029,-36.875,-205.416,220.731,-28.479,-208.937,215.658,23.714,54.361,-54.093,316.413,48.226,-52.464,308.67,18.318,63.361,109.777,315.42,63.111,102.608,310.64,14.694,47.756,151.499,245.668,47.803,149.831,239.697,13.333,33.826,174.826,99.453,32.945,182.994,103.594,13.075,1.998,314.056,9.792,2.0,297.329,19.284,14.594,-20.725,297.823,37.988,-16.13,305.57,35.327,13.947,21.776,346.978,44.009,20.179,351.864,35.71,18.579,30.519,452.507,-38.383,27.074,428.867,-33.197,74.055,-15.174,235.991,-54.432,-12.871,268.205,-50.177,Fliffis aus C,generated_Mean_Fliffis aus C
-7.016,344.504,-13.229,13.674,344.504,15.223,37.771,452.343,58.391,0.846,14.248,0.169,-0.234,162.248,-8.148,-4.011,92.925,0.832,-3.616,75.084,-6.082,1.961,14.248,2.981,4.341,162.248,4.998,3.645,92.925,2.802,3.727,75.084,4.442,8.985,101.664,17.42,9.912,175.373,14.608,9.556,92.925,11.493,9.318,82.381,14.87,76.848,-0.593,266.226,-12.442,-3.663,255.754,-15.127,25.622,-5.858,279.884,-9.998,-4.66,265.364,-11.207,5.615,1.175,87.835,-4.735,1.973,87.608,-4.928,7.782,15.75,-101.104,13.293,13.063,-110.083,13.672,13.499,-0.011,-365.177,29.295,2.095,-316.842,25.018,8.197,8.717,-8.739,-4.556,8.695,-16.731,0.242,9.117,14.371,319.528,-7.594,12.02,309.615,-7.401,15.812,-4.46,508.083,-4.413,-1.631,504.803,-9.455,22.082,0.812,588.443,-36.818,-1.063,580.139,-34.135,24.869,-21.93,523.835,-29.978,-21.406,527.277,-26.386,19.742,-32.583,472.831,1.225,-31.699,461.226,-1.008,8.576,-23.714,284.898,7.209,-22.822,287.767,7.017,5.015,-2.267,151.028,10.355,-3.274,155.113,9.68,5.403,6.962,97.0,1.184,6.034,100.754,2.056,5.705,3.931,102.186,3.551,4.327,104.181,2.982,4.938,4.404,143.752,7.173,4.266,146.196,6.279,3.816,2.55,209.737,-8.212,1.96,206.734,-6.881,3.947,-4.938,239.244,-9.257,-5.36,243.874,-13.384,18.335,-25.617,296.833,-53.457,-24.568,267.362,-41.809,80.566,-18.656,-5.666,3.134,-16.726,15.492,-2.853,Salto rw B,generated_Mean_Salto rw B
-14.817,337.451,-13.282,15.158,337.451,14.397,31.741,344.647,41.688,-3.264,97.413,-6.107,-3.992,89.459,4.038,0.942,62.999,-4.522,-8.502,87.579,-6.691,4.191,97.413,7.529,3.065,89.459,-0.719,0.123,62.999,3.427,7.779,87.579,4.161,9.907,97.767,15.719,6.676,89.459,6.682,3.737,62.999,5.536,11.421,94.421,13.75,73.001,-9.38,288.983,-7.499,-9.672,272.103,-2.052,20.077,-3.061,284.447,-2.652,-2.315,289.716,-5.274,6.094,6.591,257.187,-37.796,3.855,247.436,-32.573,5.038,-17.975,184.17,-9.715,-15.988,188.61,-12.926,8.497,-15.395,165.329,-1.85,-15.973,169.48,-1.307,8.495,-20.318,194.206,9.022,-20.044,192.076,9.326,7.682,-17.179,211.907,14.915,-16.49,212.432,15.115,7.314,-5.879,231.256,19.897,-6.394,229.97,18.781,6.966,-1.949,230.599,13.962,-2.255,229.587,13.576,6.632,-2.087,216.792,4.803,-1.502,216.126,5.009,6.487,2.945,193.268,0.243,2.885,192.62,0.388,6.379,8.041,162.117,-4.299,7.418,162.747,-4.593,6.652,5.085,139.396,-11.233,5.043,140.027,-11.296,7.061,0.574,127.502,-16.998,0.446,129.163,-15.942,7.258,-3.555,143.058,-9.485,-3.415,144.597,-10.191,7.161,-8.541,182.657,-6.287,-8.69,184.444,-6.462,6.648,-14.921,244.96,-8.513,-14.914,241.882,-8.342,6.025,-14.914,281.238,-11.019,-15.314,283.808,-14.36,21.281,-30.142,309.789,-43.399,-28.853,290.796,-38.207,80.866,-33.729,37.176,2.143,-31.37,60.893,-0.322,Salto rw A,generated_Mean_Salto rw A
-1.423,345.503,-9.436,10.049,345.503,9.436,36.164,415.434,59.007,1.233,20.717,10.02,4.92,218.205,-8.926,-0.02,39.094,-4.879,-7.556,67.487,-5.652,1.402,20.717,10.02,7.055,218.205,-7.39,0.41,39.094,1.215,1.182,67.487,5.591,9.609,82.833,18.799,11.553,218.703,18.519,4.587,39.094,7.509,10.414,74.804,14.181,64.974,-10.989,306.325,20.61,-17.963,259.912,12.426,15.051,-16.333,209.693,42.996,-13.019,199.634,41.02,8.494,21.074,-22.296,46.157,17.442,-23.546,40.988,14.653,-1.697,-236.698,15.632,3.259,-204.623,18.192,9.02,26.556,-5.227,10.019,22.672,30.065,7.651,8.947,28.041,590.593,-35.88,28.046,538.787,-33.127,17.285,10.683,619.119,-26.393,11.812,613.442,-27.509,17.816,14.32,636.156,-36.443,12.584,633.351,-35.462,16.984,4.693,505.143,0.026,6.481,512.069,-7.317,11.45,5.971,321.798,1.669,5.4,309.08,6.414,4.835,8.825,146.748,-20.662,8.451,154.938,-17.155,3.697,8.082,82.924,-8.307,7.19,84.321,-9.058,5.255,2.157,56.091,-15.337,2.39,59.574,-14.71,5.519,-5.488,79.468,-11.791,-5.268,80.17,-9.874,4.487,-10.604,111.519,9.753,-10.045,112.733,6.845,3.899,-5.929,156.191,5.664,-5.786,156.831,6.395,3.577,1.557,196.064,-0.38,-0.281,193.795,-3.114,3.567,-13.294,228.475,-35.191,-14.005,229.16,-32.783,24.846,-46.909,238.236,-35.993,-38.756,217.715,-30.179,83.105,-25.35,-3.172,11.891,-30.349,30.112,5.05,Salto rw C,generated_Mean_Salto rw C
8.315,-182.851,18.134,16.003,278.464,18.134,27.45,303.388,46.041,3.714,-7.049,3.407,1.389,-36.653,3.54,2.487,-73.855,6.831,0.725,-65.294,4.356,3.768,14.98,3.919,3.482,47.203,3.259,6.382,117.68,6.632,2.371,98.601,4.324,7.398,26.943,12.969,4.678,47.833,5.874,7.706,117.68,10.123,7.668,110.932,17.075,78.983,2.062,-6.69,12.351,2.326,-14.844,7.174,20.618,9.894,-81.348,-3.377,9.521,-76.574,0.008,4.666,12.397,-30.884,16.638,12.511,-30.002,12.622,3.871,11.258,24.623,4.729,10.773,24.608,6.915,2.493,6.961,15.016,16.732,6.783,14.496,15.601,2.258,4.27,-10.529,16.316,4.328,-13.203,15.867,1.474,1.349,-61.643,9.764,1.61,-60.309,10.012,1.076,1.806,-97.686,5.189,1.716,-96.998,5.694,1.382,2.836,-120.582,8.935,3.047,-119.434,8.481,1.537,5.887,-124.261,7.945,5.809,-124.324,8.524,1.612,7.33,-126.935,12.846,7.304,-127.993,12.793,2.455,6.924,-144.284,18.564,6.782,-144.478,18.168,4.168,6.384,-166.682,17.548,6.304,-167.106,17.468,6.569,5.83,-190.485,15.254,5.884,-189.648,15.758,8.128,3.34,-204.503,20.462,2.926,-204.936,19.827,8.146,-4.738,-219.645,16.708,-4.097,-217.43,16.746,7.563,-2.908,-198.013,10.861,-2.631,-195.121,10.978,7.097,5.73,-144.023,4.977,5.908,-149.535,5.011,20.99,10.73,-150.908,8.41,9.714,-141.689,10.072,76.546,-0.071,-21.42,15.941,1.065,-31.344,13.82,3/4 Salto vw A,generated_Mean_3/4 Salto vw A
-14.312,-64.974,192.416,41.502,86.014,192.416,80.532,405.237,232.644,0.496,-84.864,5.181,-11.322,-90.755,74.086,-7.168,25.106,105.762,3.682,85.54,7.388,7.02,113.533,11.75,18.93,115.726,67.516,18.504,-31.942,105.762,-2.953,-111.304,7.388,14.982,133.527,24.913,26.188,117.644,74.945,23.593,40.493,105.921,15.769,113.574,26.865,86.239,9.325,-29.539,0.239,6.122,-32.423,4.41,31.388,-13.023,-124.307,16.266,-9.394,-117.334,17.197,16.948,-2.735,-185.514,12.753,-3.676,-193.471,10.397,20.638,2.081,-323.152,11.789,2.602,-319.276,12.438,27.449,10.346,-401.049,31.119,9.41,-395.736,34.023,30.075,8.464,-403.365,90.236,6.83,-399.325,87.073,25.151,-13.515,-337.98,117.71,-12.62,-334.903,120.324,20.244,-26.948,-224.327,174.184,-27.351,-223.938,176.873,15.991,-47.566,-119.683,256.004,-48.058,-122.487,253.064,13.603,-62.6,-49.706,301.923,-59.054,-52.236,302.081,12.333,-29.677,-4.888,349.406,-31.617,-5.066,345.534,11.477,-24.805,27.576,349.565,-24.062,28.824,346.808,10.897,-16.347,70.744,306.134,-16.295,69.229,302.326,9.521,-9.413,98.709,208.527,-9.93,98.499,209.21,8.658,-9.916,126.021,121.405,-9.987,126.192,124.59,8.345,-7.268,156.383,80.361,-6.713,158.494,81.71,9.415,2.929,211.722,62.89,3.388,212.707,62.565,10.218,17.811,285.307,33.526,17.703,282.369,29.143,19.955,26.975,301.963,-42.422,23.844,286.897,-34.927,69.93,5.159,116.605,-36.898,6.378,134.803,-33.165,Baby- Fliffis C,generated_Mean_Baby- Fliffis C
