Acc_N_Fil,Gyro_x_R,Gyro_y_R,Gyro_z_R,Gyro_x_Fil,Gyro_y_Fil,Gyro_z_Fil,SprungID,Sprungtyp
0.78,16.96,33.4,-13.4,15.11,25.54,-10.52,20191003-1152-FRANKFURT_1-01-107,Strecksprung
1.115,12.16,-1.4,-5.04,9.04,-1.83,-5.93,20191003-1152-FRANKFURT_1-01-107,Strecksprung
0.991,-25.16,37.24,57.36,-25.48,36.68,53.92,20191003-1152-FRANKFURT_1-01-107,Strecksprung
79.465,-12.04,98.72,-28.6,-35.46,100.26,-10.96,20191003-1152-FRANKFURT_1-01-65,Barani A
5.906,79.48,-124.52,-56.8,80.72,-126.84,-53.85,20191003-1152-FRANKFURT_1-01-65,Barani A
11.176,261.0,-28.52,-205.84,256.83,-31.14,-205.12,20191003-1152-FRANKFURT_1-01-65,Barani A
9.651,17.48,196.6,-95.84,15.27,193.76,-95.34,20191003-1152-FRANKFURT_1-01-65,Barani A
97.496,-0.0,-83.96,-73.64,20.72,-73.44,0.71,20191001-1148-FRANKFURT_1-01-74,Barani A
7.677,-75.44,-127.28,99.24,-74.06,-133.94,104.1,20191001-1148-FRANKFURT_1-01-74,Barani A
10.4,-152.08,71.16,313.32,-149.26,63.4,314.21,20191001-1148-FRANKFURT_1-01-74,Barani A
10.069,-6.64,162.48,42.92,-10.79,168.17,40.24,20191001-1148-FRANKFURT_1-01-74,Barani A
96.593,25.76,193.28,-13.04,-5.91,142.69,23.9,20191008-1207-FRANKFURT_2-01-172,Barani A
9.447,-41.36,-55.88,72.36,-41.0,-62.14,75.61,20191008-1207-FRANKFURT_2-01-172,Barani A
10.159,-260.44,-14.76,220.52,-254.62,-26.66,220.12,20191008-1207-FRANKFURT_2-01-172,Barani A
7.82,-15.44,186.28,90.36,-16.32,183.36,89.17,20191008-1207-FRANKFURT_2-01-172,Barani A
87.166,11.96,145.36,14.16,12.75,182.82,-48.39,20191007-1150-FRANKFURT_2-01-234,Salto B
16.37,-0.44,-196.8,15.08,20.46,-194.62,4.64,20191007-1150-FRANKFURT_2-01-234,Salto B
23.223,52.04,498.44,-13.44,41.59,484.27,-3.48,20191007-1150-FRANKFURT_2-01-234,Salto B
6.216,4.4,87.48,16.96,9.39,92.41,12.11,20191007-1150-FRANKFURT_2-01-234,Salto B
87.454,-31.52,110.88,-20.28,-20.84,110.04,-24.28,20191003-1152-FRANKFURT_1-01-114,Strecksprung
1.509,2.2,21.24,15.32,-0.07,29.73,19.02,20191003-1152-FRANKFURT_1-01-114,Strecksprung
0.822,-7.16,-54.96,21.32,-5.18,-54.63,20.53,20191003-1152-FRANKFURT_1-01-114,Strecksprung
1.044,11.44,-65.28,-12.08,10.35,-65.72,-10.5,20191003-1152-FRANKFURT_1-01-114,Strecksprung
102.396,27.92,179.6,11.52,33.61,175.02,10.73,0609-1-01-386,Salto C
15.913,-47.28,529.36,7.84,-34.58,502.29,-24.95,0609-1-01-386,Salto C
2.201,30.32,198.4,-4.4,29.09,198.6,-0.3,0609-1-01-386,Salto C
4.038,21.6,68.32,-10.48,19.05,65.45,-12.82,0609-1-01-386,Salto C
95.224,4.6,110.76,63.68,11.86,131.4,18.59,0110-MORITZ-01-49,Salto A
6.742,3.36,163.8,-3.52,4.99,162.53,-4.78,0110-MORITZ-01-49,Salto A
8.66,-20.28,280.52,-14.2,-21.8,278.57,-13.77,0110-MORITZ-01-49,Salto A
7.656,-19.0,240.6,-3.76,-21.18,245.17,1.79,0110-MORITZ-01-49,Salto A
77.857,-8.12,156.6,3.68,-2.64,159.17,-3.71,0609-4-01-163,Strecksprung
0.802,-10.24,-13.36,-5.96,-9.71,-16.86,-3.97,0609-4-01-163,Strecksprung
1.055,5.68,-48.48,19.0,4.51,-48.08,16.99,0609-4-01-163,Strecksprung
0.852,7.24,-25.68,-5.08,7.58,-24.3,-8.06,0609-4-01-163,Strecksprung
74.171,-0.32,107.16,-9.52,4.02,131.57,-12.82,20191008-1207-FRANKFURT_2-01-192,Strecksprung
3.184,-31.8,-100.36,6.56,-20.26,-85.9,11.93,20191008-1207-FRANKFURT_2-01-192,Strecksprung
1.056,14.04,-67.44,-6.48,12.28,-70.58,-10.66,20191008-1207-FRANKFURT_2-01-192,Strecksprung
1.311,-5.08,-21.96,-13.88,-7.26,-13.74,-18.77,20191008-1207-FRANKFURT_2-01-192,Strecksprung
91.178,-14.96,77.12,-24.56,-20.48,75.18,-22.59,0609-4-01-606,Barani C
15.211,20.24,-450.92,114.36,17.76,-439.53,111.6,0609-4-01-606,Barani C
10.738,-23.76,-66.44,287.52,-27.27,-68.33,288.93,0609-4-01-606,Barani C
6.473,5.96,128.16,138.24,4.82,125.57,138.14,0609-4-01-606,Barani C
101.375,-10.88,-79.4,-38.44,-5.15,-86.9,-29.53,20191007-1159-FRANKFURT_1-01-107,Barani B
6.604,25.04,-344.72,81.08,21.57,-339.78,85.5,20191007-1159-FRANKFURT_1-01-107,Barani B
9.888,56.0,73.2,458.92,58.91,69.15,449.18,20191007-1159-FRANKFURT_1-01-107,Barani B
9.137,-29.76,214.4,10.4,-26.64,213.69,12.6,20191007-1159-FRANKFURT_1-01-107,Barani B
76.999,9.44,103.8,-88.12,7.07,114.33,-70.35,20191008-1157-FRANKFURT_1-01-269,Strecksprung
0.718,-41.68,-47.68,36.44,-40.99,-42.72,33.81,20191008-1157-FRANKFURT_1-01-269,Strecksprung
0.857,-30.8,-73.16,-46.12,-26.36,-69.96,-46.98,20191008-1157-FRANKFURT_1-01-269,Strecksprung
0.979,2.76,-64.44,18.92,3.67,-64.68,18.55,20191008-1157-FRANKFURT_1-01-269,Strecksprung
97.007,12.8,37.4,3.44,14.93,42.57,12.22,0609-4-01-582,Barani C
16.304,-16.56,-432.16,142.0,-15.77,-427.23,141.73,0609-4-01-582,Barani C
9.001,-35.76,-10.52,242.52,-39.5,-7.33,243.86,0609-4-01-582,Barani C
5.036,-18.6,132.84,97.16,-19.68,133.18,97.71,0609-4-01-582,Barani C
92.235,2.24,1.4,217.92,25.42,-134.08,-18.9,20191001-1202-FRANKFURT_2-01-93,Hocksprung
9.315,-37.08,237.24,143.2,-25.28,235.71,75.72,20191001-1202-FRANKFURT_2-01-93,Hocksprung
9.131,16.4,-156.12,15.6,17.3,-146.26,19.18,20191001-1202-FRANKFURT_2-01-93,Hocksprung
1.178,-18.24,10.36,16.96,-16.27,9.74,12.82,20191001-1202-FRANKFURT_2-01-93,Hocksprung
85.264,45.76,192.6,-39.0,17.77,208.07,-20.04,0609-4-01-362,Fliffis B
41.112,25.28,-618.6,94.32,20.3,-621.88,29.42,0609-4-01-362,Fliffis B
18.605,-118.64,-182.8,382.76,-123.51,-167.12,378.28,0609-4-01-362,Fliffis B
13.999,-74.48,267.64,124.84,-76.14,268.89,122.11,0609-4-01-362,Fliffis B
85.331,7.16,111.72,16.0,1.01,193.91,-1.28,20191001-1148-FRANKFURT_1-01-75,Salto rw A
7.647,-26.2,160.32,1.2,-22.22,164.88,6.23,20191001-1148-FRANKFURT_1-01-75,Salto rw A
7.039,5.0,200.36,20.0,4.15,201.96,13.18,20191001-1148-FRANKFURT_1-01-75,Salto rw A
7.718,0.2,113.04,-19.8,1.12,117.0,-25.69,20191001-1148-FRANKFURT_1-01-75,Salto rw A
112.024,1.68,94.52,8.44,2.85,96.46,-4.8,0115-MORITZ-03-128,Salto C
14.747,-13.8,596.6,32.88,-19.66,577.12,34.99,0115-MORITZ-03-128,Salto C
3.226,1.2,161.64,-1.84,2.53,158.28,-0.4,0115-MORITZ-03-128,Salto C
2.998,-0.6,76.4,-3.16,0.26,74.6,-3.17,0115-MORITZ-03-128,Salto C
101.632,63.44,205.84,4.16,40.42,208.75,3.83,0609-1-01-552,Doppelsalto B
15.647,-21.36,135.12,-83.52,-26.02,127.33,-48.01,0609-1-01-552,Doppelsalto B
46.785,20.88,898.08,17.68,4.98,875.48,6.48,0609-1-01-552,Doppelsalto B
11.943,43.12,165.84,-26.48,35.2,164.51,-23.92,0609-1-01-552,Doppelsalto B
111.03,19.4,-110.64,14.4,24.12,-125.14,53.74,20191007-1524-FRANKFURT_1-01-75,Fliffis- Rudi B
47.949,-28.64,-656.76,71.88,-31.74,-667.15,75.18,20191007-1524-FRANKFURT_1-01-75,Fliffis- Rudi B
36.276,484.76,-22.6,910.56,455.41,8.27,897.56,20191007-1524-FRANKFURT_1-01-75,Fliffis- Rudi B
21.043,16.2,322.64,468.72,32.99,289.81,473.08,20191007-1524-FRANKFURT_1-01-75,Fliffis- Rudi B
111.925,-29.76,195.72,-70.12,-27.48,249.57,-96.3,0115-MORITZ-03-145,Voll- ein- voll- aus B
46.865,-336.52,-209.08,-1062.8,-328.92,-147.54,-1042.1,0115-MORITZ-03-145,Voll- ein- voll- aus B
34.663,-181.28,-559.16,-360.24,-171.6,-565.02,-344.74,0115-MORITZ-03-145,Voll- ein- voll- aus B
18.252,192.76,195.92,-133.92,191.38,199.15,-138.08,0115-MORITZ-03-145,Voll- ein- voll- aus B
104.685,29.68,164.8,5.68,30.51,206.44,-4.58,0609-1-01-558,Doppelsalto B
8.169,-70.96,166.96,-17.44,-56.38,212.91,-20.81,0609-1-01-558,Doppelsalto B
44.663,52.0,882.24,-52.8,9.1,877.86,-1.76,0609-1-01-558,Doppelsalto B
9.589,15.04,179.2,-23.04,18.26,185.2,-17.27,0609-1-01-558,Doppelsalto B
93.754,31.52,205.88,53.56,25.11,212.09,59.62,20191008-1157-FRANKFURT_1-01-141,Schraubensalto A
6.04,101.04,5.6,189.24,102.27,10.22,208.58,20191008-1157-FRANKFURT_1-01-141,Schraubensalto A
14.835,-48.96,-11.64,557.6,-50.43,-17.36,551.41,20191008-1157-FRANKFURT_1-01-141,Schraubensalto A
8.184,8.28,251.84,2.72,10.78,248.34,-2.41,20191008-1157-FRANKFURT_1-01-141,Schraubensalto A
99.23,49.96,-9.2,-34.36,53.23,33.71,-8.54,20190930-1616-FRANKFURT_1-01-181,Fliffis C
53.891,38.32,-666.32,-22.48,15.67,-641.33,8.36,20190930-1616-FRANKFURT_1-01-181,Fliffis C
19.822,27.16,-112.36,166.28,0.73,-115.61,195.74,20190930-1616-FRANKFURT_1-01-181,Fliffis C
12.221,-72.72,200.08,188.88,-75.18,197.76,192.04,20190930-1616-FRANKFURT_1-01-181,Fliffis C
95.102,39.76,64.4,16.64,32.83,66.29,11.82,0609-4-01-119,Strecksprung
0.684,7.84,-39.92,-2.8,9.51,-31.11,-5.99,0609-4-01-119,Strecksprung
1.124,2.32,-1.52,18.36,2.02,-2.4,17.42,0609-4-01-119,Strecksprung
1.028,7.8,23.36,-18.36,6.98,21.25,-17.22,0609-4-01-119,Strecksprung
104.179,17.16,214.72,-52.36,46.66,216.32,-21.5,20191007-1524-FRANKFURT_1-01-178,Doppelsalto B
33.555,63.4,448.68,-58.12,59.97,457.35,-56.07,20191007-1524-FRANKFURT_1-01-178,Doppelsalto B
51.617,75.8,809.84,-47.64,71.72,800.16,-32.18,20191007-1524-FRANKFURT_1-01-178,Doppelsalto B
10.584,26.68,151.84,-2.96,23.34,167.71,-2.59,20191007-1524-FRANKFURT_1-01-178,Doppelsalto B
94.032,-14.24,82.4,5.44,-11.91,66.77,-14.75,0609-1-01-776,Von Bauch in Stand
1.392,-8.72,21.2,12.64,-14.74,11.3,6.96,0609-1-01-776,Von Bauch in Stand
0.813,5.44,-4.0,-0.32,9.25,-5.88,-1.27,0609-1-01-776,Von Bauch in Stand
1.313,-14.72,62.64,-2.64,-12.75,64.09,2.38,0609-1-01-776,Von Bauch in Stand
105.204,72.28,69.76,-360.76,80.25,114.58,-141.07,20191008-1207-FRANKFURT_2-01-306,Salto B
8.572,-44.0,-107.16,61.04,-30.98,-79.29,5.21,20191008-1207-FRANKFURT_2-01-306,Salto B
21.418,110.16,524.24,-109.84,102.94,513.29,-106.94,20191008-1207-FRANKFURT_2-01-306,Salto B
5.613,-10.44,103.16,-51.72,-8.48,99.09,-49.21,20191008-1207-FRANKFURT_2-01-306,Salto B
100.721,-27.88,460.2,-581.4,56.09,391.14,-210.27,20191007-1524-FRANKFURT_1-01-180,Salto B
12.728,9.84,-157.68,53.2,5.85,-134.05,38.95,20191007-1524-FRANKFURT_1-01-180,Salto B
29.801,71.96,586.96,-16.72,63.88,575.47,-12.83,20191007-1524-FRANKFURT_1-01-180,Salto B
5.618,7.28,70.0,-25.04,8.14,66.09,-24.5,20191007-1524-FRANKFURT_1-01-180,Salto B
81.329,26.0,174.08,-36.72,22.15,205.53,-13.76,0609-1-01-811,Doppelsalto C
23.061,-15.52,309.12,-21.84,-24.82,270.45,-11.04,0609-1-01-811,Doppelsalto C
54.284,38.08,800.08,-60.0,33.95,798.06,-54.24,0609-1-01-811,Doppelsalto C
10.104,25.92,253.6,-26.8,22.33,256.0,-18.85,0609-1-01-811,Doppelsalto C
99.954,11.6,158.32,4.64,16.69,174.72,-5.32,0609-1-01-361,Doppelsalto B
12.691,-20.08,161.84,-3.12,-22.71,153.41,0.54,0609-1-01-361,Doppelsalto B
47.339,67.04,922.0,-83.2,14.95,919.65,-15.74,0609-1-01-361,Doppelsalto B
9.925,18.16,168.96,-4.16,21.59,169.09,-12.65,0609-1-01-361,Doppelsalto B
97.95,2.88,42.68,-13.92,4.34,36.86,-3.02,0609-4-01-550,Barani C
15.347,5.72,-443.84,115.64,1.7,-431.05,111.42,0609-4-01-550,Barani C
8.746,-77.88,-88.84,283.48,-73.21,-79.63,298.2,0609-4-01-550,Barani C
4.905,6.12,115.08,117.68,5.34,114.6,120.47,0609-4-01-550,Barani C
94.124,27.44,-155.76,-27.68,15.1,-99.72,-9.86,20191007-1150-FRANKFURT_2-01-154,Fliffis C
47.729,-92.76,-664.0,-6.28,-89.87,-654.96,-2.3,20191007-1150-FRANKFURT_2-01-154,Fliffis C
56.114,-151.12,-624.2,163.28,-136.27,-600.84,181.08,20191007-1150-FRANKFURT_2-01-154,Fliffis C
18.755,18.88,180.68,276.68,11.12,166.93,301.06,20191007-1150-FRANKFURT_2-01-154,Fliffis C
104.873,98.24,93.92,-133.36,91.89,131.13,-36.76,0115-JANEIKE-01-14,Salto B
4.343,4.96,156.0,17.68,2.35,140.14,7.42,0115-JANEIKE-01-14,Salto B
4.421,73.76,235.36,-17.44,70.21,235.02,-20.84,0115-JANEIKE-01-14,Salto B
4.612,5.04,128.32,-4.48,4.4,125.59,-12.0,0115-JANEIKE-01-14,Salto B
102.941,44.08,193.28,-5.04,31.25,216.31,-10.39,0609-1-01-466,Doppelsalto B
9.995,-39.12,250.48,-35.6,-41.58,256.75,-29.55,0609-1-01-466,Doppelsalto B
53.547,-8.16,863.12,49.68,19.3,819.56,49.96,0609-1-01-466,Doppelsalto B
9.535,20.56,165.84,-7.2,27.55,167.99,-15.54,0609-1-01-466,Doppelsalto B
99.096,-27.64,26.44,-18.28,-17.63,42.89,-12.18,20191008-1207-FRANKFURT_2-01-33,Strecksprung
0.427,15.88,-0.28,59.12,14.02,-0.53,27.02,20191008-1207-FRANKFURT_2-01-33,Strecksprung
0.904,2.08,-37.08,4.56,1.62,-41.09,6.09,20191008-1207-FRANKFURT_2-01-33,Strecksprung
1.087,-18.72,-37.0,22.56,-18.1,-35.39,22.39,20191008-1207-FRANKFURT_2-01-33,Strecksprung
103.437,81.64,-1078.56,-661.88,83.72,-205.63,-163.98,20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C
59.135,52.76,-617.28,69.24,62.07,-642.42,76.87,20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C
37.731,59.6,-265.52,907.52,123.19,-277.86,849.77,20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C
23.35,68.16,359.32,554.04,87.37,346.22,581.19,20191007-1524-FRANKFURT_1-01-77,Fliffis- Rudi C
110.022,-21.12,18.16,28.48,-10.82,33.01,8.95,0609-1-01-223,Von Bauch in Stand
2.345,-2.8,41.6,40.56,-3.46,40.05,38.58,0609-1-01-223,Von Bauch in Stand
2.518,8.88,-178.16,7.68,-4.4,-158.45,-7.76,0609-1-01-223,Von Bauch in Stand
3.037,3.12,46.56,1.84,4.64,46.24,1.57,0609-1-01-223,Von Bauch in Stand
105.294,37.8,459.32,-146.36,70.8,210.18,-34.89,20191007-1524-FRANKFURT_1-01-252,Doppelsalto B
27.081,99.68,354.32,-25.16,86.0,346.92,-27.83,20191007-1524-FRANKFURT_1-01-252,Doppelsalto B
48.81,88.36,740.12,-19.52,86.19,746.46,-24.82,20191007-1524-FRANKFURT_1-01-252,Doppelsalto B
11.668,23.72,287.8,-94.12,24.86,254.84,-68.26,20191007-1524-FRANKFURT_1-01-252,Doppelsalto B
103.436,30.4,172.64,10.72,40.17,196.13,-3.67,0609-1-01-595,Doppelsalto B
11.839,-20.0,259.36,-71.44,-26.42,171.89,-46.71,0609-1-01-595,Doppelsalto B
42.878,15.84,885.44,-26.72,42.97,865.86,-13.89,0609-1-01-595,Doppelsalto B
8.519,15.44,198.8,3.2,16.24,190.63,-5.88,0609-1-01-595,Doppelsalto B
111.428,-41.76,-18.56,-51.6,-41.3,-13.14,0.09,0609-1-01-103,Von Bauch in Stand
1.06,24.8,25.36,12.32,16.64,29.48,16.03,0609-1-01-103,Von Bauch in Stand
1.009,-2.32,-23.76,-6.8,-2.43,-20.66,-6.28,0609-1-01-103,Von Bauch in Stand
1.265,-13.44,45.04,20.08,-15.25,46.53,21.75,0609-1-01-103,Von Bauch in Stand
87.861,7.76,39.16,19.08,11.02,60.98,0.35,20191007-1150-FRANKFURT_2-01-219,Strecksprung
0.779,-48.64,59.36,2.0,-33.04,57.46,-4.88,20191007-1150-FRANKFURT_2-01-219,Strecksprung
0.825,1.16,-50.12,23.04,1.08,-51.84,20.92,20191007-1150-FRANKFURT_2-01-219,Strecksprung
0.888,-9.28,-54.56,1.0,-8.48,-52.81,-2.03,20191007-1150-FRANKFURT_2-01-219,Strecksprung
105.735,-65.8,120.12,-19.6,-21.48,163.5,30.31,20190930-1247-FRANKFURT_2-01-111,Schraubensalto
3.926,173.64,94.6,180.8,172.83,99.48,179.02,20190930-1247-FRANKFURT_2-01-111,Schraubensalto
10.98,50.84,-119.84,383.88,55.0,-118.28,390.82,20190930-1247-FRANKFURT_2-01-111,Schraubensalto
9.33,-59.6,247.36,150.08,-61.19,237.49,154.15,20190930-1247-FRANKFURT_2-01-111,Schraubensalto
106.519,-26.32,70.8,20.08,-24.76,88.78,-7.27,0827-BK1-01-22,Salto C
13.595,-29.12,526.8,4.56,-23.35,507.45,1.6,0827-BK1-01-22,Salto C
3.204,11.28,152.96,6.72,11.11,153.92,8.63,0827-BK1-01-22,Salto C
3.692,5.44,88.16,1.92,5.42,90.33,1.22,0827-BK1-01-22,Salto C
76.978,-4.16,427.28,-59.0,-1.4,320.29,-45.16,0609-4-01-501,Strecksprung
0.974,-11.92,5.4,-6.68,-10.91,7.05,-7.17,0609-4-01-501,Strecksprung
0.982,6.88,-56.68,13.6,7.92,-57.58,14.22,0609-4-01-501,Strecksprung
2.068,-4.04,-41.68,5.56,-5.4,-37.45,5.86,0609-4-01-501,Strecksprung
101.561,67.84,45.76,59.88,22.96,-63.28,19.18,20191008-1157-FRANKFURT_1-01-333,Barani A
4.921,-123.08,-128.8,129.04,-111.64,-122.93,130.53,20191008-1157-FRANKFURT_1-01-333,Barani A
10.631,-132.8,138.72,305.88,-130.33,137.62,307.96,20191008-1157-FRANKFURT_1-01-333,Barani A
8.391,23.04,209.32,-42.52,24.57,214.09,-38.15,20191008-1157-FRANKFURT_1-01-333,Barani A
105.718,35.68,56.88,-16.56,28.27,83.91,-0.44,0827-BK2-01-96,Salto A
8.707,23.04,213.76,-21.76,16.19,207.43,-18.65,0827-BK2-01-96,Salto A
5.078,-47.04,203.84,-17.92,-42.33,205.16,-17.18,0827-BK2-01-96,Salto A
5.27,-14.4,142.32,-11.84,-14.18,143.82,-10.69,0827-BK2-01-96,Salto A
98.608,13.12,124.56,-6.32,13.04,130.02,-8.45,0827-BK2-02-25,Salto C
10.42,-11.84,273.68,-113.76,-17.79,269.88,-108.01,0827-BK2-02-25,Salto C
2.104,23.6,144.96,-28.4,24.13,153.24,-31.3,0827-BK2-02-25,Salto C
3.379,3.84,94.64,-30.4,4.25,96.52,-30.73,0827-BK2-02-25,Salto C
98.287,29.72,154.52,11.0,23.38,174.65,7.68,20190930-1616-FRANKFURT_1-01-28,Salto B
4.857,-3.64,8.6,-1.76,-0.26,22.29,5.06,20190930-1616-FRANKFURT_1-01-28,Salto B
22.818,51.12,482.4,0.12,38.37,483.93,8.81,20190930-1616-FRANKFURT_1-01-28,Salto B
4.918,-5.28,110.6,7.0,-4.74,113.18,10.56,20190930-1616-FRANKFURT_1-01-28,Salto B
117.283,-18.04,44.28,-43.68,-15.13,50.91,-51.68,0115-MORITZ-03-83,Voll- ein- Rudi- aus B
31.537,-481.6,250.6,-932.0,-498.75,236.58,-889.11,0115-MORITZ-03-83,Voll- ein- Rudi- aus B
55.133,-589.56,34.44,-988.32,-572.04,44.0,-951.21,0115-MORITZ-03-83,Voll- ein- Rudi- aus B
22.308,149.44,204.92,-469.16,151.86,185.68,-454.51,0115-MORITZ-03-83,Voll- ein- Rudi- aus B
