SprungID,Sprungtyp,DJump_SIG_I_x LapEnd,DJump_SIG_I_y LapEnd,DJump_SIG_I_z LapEnd,DJump_Abs_I_x LapEnd,DJump_Abs_I_y LapEnd,DJump_Abs_I_z LapEnd,0-ACC_N,0-ACC_N_ROT_filtered,0-Acc_x_Fil,0-Acc_y_Fil,0-Acc_z_Fil,0-Gyro_x_Fil,0-Gyro_y_Fil,0-Gyro_z_Fil,25-ACC_N,25-ACC_N_ROT_filtered,25-Acc_x_Fil,25-Acc_y_Fil,25-Acc_z_Fil,25-Gyro_x_Fil,25-Gyro_y_Fil,25-Gyro_z_Fil,50-ACC_N,50-ACC_N_ROT_filtered,50-Acc_x_Fil,50-Acc_y_Fil,50-Acc_z_Fil,50-Gyro_x_Fil,50-Gyro_y_Fil,50-Gyro_z_Fil,75-ACC_N,75-ACC_N_ROT_filtered,75-Acc_x_Fil,75-Acc_y_Fil,75-Acc_z_Fil,75-Gyro_x_Fil,75-Gyro_y_Fil,75-Gyro_z_Fil
20190930-1247-FRANKFURT_2-01-111,Schraubensalto,90.957,207.622,370.582,164.579,281.797,376.024,24.945,36.203,3.899,1.544,15.776,54.121,183.545,110.741,24.945,36.203,3.899,1.544,15.776,54.121,183.545,110.741,24.945,36.203,3.899,1.544,15.776,54.121,183.545,110.741,24.945,36.203,3.899,1.544,15.776,54.121,183.545,110.741
20190930-1247-FRANKFURT_2-01-127,3/4 Salto rw A,22.511,316.483,-9.023,31.42,317.278,47.962,22.396,33.339,3.072,-1.051,17.262,12.71,143.494,11.237,22.396,33.339,3.072,-1.051,17.262,12.71,143.494,11.237,22.396,33.339,3.072,-1.051,17.262,12.71,143.494,11.237,22.396,33.339,3.072,-1.051,17.262,12.71,143.494,11.237
20190930-1247-FRANKFURT_2-01-128,Cody C,-15.86,398.872,7.974,53.787,510.098,82.987,40.18,49.835,11.767,1.047,2.746,-28.585,59.212,-5.731,40.18,49.835,11.767,1.047,2.746,-28.585,59.212,-5.731,40.18,49.835,11.767,1.047,2.746,-28.585,59.212,-5.731,40.18,49.835,11.767,1.047,2.746,-28.585,59.212,-5.731
20190930-1247-FRANKFURT_2-01-130,Salto B,16.859,356.153,-4.889,28.867,417.563,48.174,28.43,38.003,1.671,-0.926,17.264,1.464,-3.598,7.539,28.43,38.003,1.671,-0.926,17.264,1.464,-3.598,7.539,28.43,38.003,1.671,-0.926,17.264,1.464,-3.598,7.539,28.43,38.003,1.671,-0.926,17.264,1.464,-3.598,7.539
20190930-1247-FRANKFURT_2-01-131,Barani C,-112.599,-124.895,180.591,129.783,309.541,185.684,33.156,42.191,-6.549,1.538,17.897,-56.245,-290.954,17.169,33.156,42.191,-6.549,1.538,17.897,-56.245,-290.954,17.169,33.156,42.191,-6.549,1.538,17.897,-56.245,-290.954,17.169,33.156,42.191,-6.549,1.538,17.897,-56.245,-290.954,17.169
20190930-1247-FRANKFURT_2-01-132,Schraubensalto,61.943,142.414,374.427,176.159,279.4,382.241,26.352,36.699,3.3,1.076,17.539,41.027,185.976,114.445,26.352,36.699,3.3,1.076,17.539,41.027,185.976,114.445,26.352,36.699,3.3,1.076,17.539,41.027,185.976,114.445,26.352,36.699,3.3,1.076,17.539,41.027,185.976,114.445
20190930-1247-FRANKFURT_2-01-148,3/4 Salto rw A,36.191,318.749,-10.222,40.82,323.05,37.501,22.993,33.922,1.947,0.17,17.388,10.102,109.049,3.523,22.993,33.922,1.947,0.17,17.388,10.102,109.049,3.523,22.993,33.922,1.947,0.17,17.388,10.102,109.049,3.523,22.993,33.922,1.947,0.17,17.388,10.102,109.049,3.523
20190930-1247-FRANKFURT_2-01-149,Cody C,-11.973,389.231,-6.079,44.126,504.072,55.273,37.108,48.906,14.435,1.374,7.995,-35.047,-21.21,-5.811,37.108,48.906,14.435,1.374,7.995,-35.047,-21.21,-5.811,37.108,48.906,14.435,1.374,7.995,-35.047,-21.21,-5.811,37.108,48.906,14.435,1.374,7.995,-35.047,-21.21,-5.811
20190930-1247-FRANKFURT_2-01-151,Salto B,-0.538,343.943,-8.191,22.447,424.329,39.649,27.771,38.215,-0.573,0.382,16.548,-5.876,-29.858,8.847,27.771,38.215,-0.573,0.382,16.548,-5.876,-29.858,8.847,27.771,38.215,-0.573,0.382,16.548,-5.876,-29.858,8.847,27.771,38.215,-0.573,0.382,16.548,-5.876,-29.858,8.847
20190930-1247-FRANKFURT_2-01-152,Barani C,-109.64,-85.723,186.042,120.199,313.816,198.584,30.382,39.833,-3.085,1.55,16.743,-34.173,-265.46,42.751,30.382,39.833,-3.085,1.55,16.743,-34.173,-265.46,42.751,30.382,39.833,-3.085,1.55,16.743,-34.173,-265.46,42.751,30.382,39.833,-3.085,1.55,16.743,-34.173,-265.46,42.751
20190930-1247-FRANKFURT_2-01-153,Schraubensalto,88.255,169.979,365.451,138.72,278.016,369.336,25.2,35.566,1.885,0.879,17.829,40.624,181.921,112.77,25.2,35.566,1.885,0.879,17.829,40.624,181.921,112.77,25.2,35.566,1.885,0.879,17.829,40.624,181.921,112.77,25.2,35.566,1.885,0.879,17.829,40.624,181.921,112.77
20190930-1247-FRANKFURT_2-01-171,Barani C,-116.798,-76.361,193.402,124.229,286.554,198.133,31.917,41.111,-3.301,1.403,16.984,-43.599,-278.228,39.514,31.917,41.111,-3.301,1.403,16.984,-43.599,-278.228,39.514,31.917,41.111,-3.301,1.403,16.984,-43.599,-278.228,39.514,31.917,41.111,-3.301,1.403,16.984,-43.599,-278.228,39.514
20190930-1247-FRANKFURT_2-01-172,Schraubensalto,63.117,184.721,358.064,190.007,265.6,364.74,25.932,36.557,0.156,1.709,17.338,38.556,184.324,86.185,25.932,36.557,0.156,1.709,17.338,38.556,184.324,86.185,25.932,36.557,0.156,1.709,17.338,38.556,184.324,86.185,25.932,36.557,0.156,1.709,17.338,38.556,184.324,86.185
20190930-1247-FRANKFURT_2-01-173,Salto A,-9.29,343.234,-13.589,31.899,343.234,45.325,27.494,37.083,0.213,0.447,18.738,6.447,196.38,8.014,27.494,37.083,0.213,0.447,18.738,6.447,196.38,8.014,27.494,37.083,0.213,0.447,18.738,6.447,196.38,8.014,27.494,37.083,0.213,0.447,18.738,6.447,196.38,8.014
20190930-1247-FRANKFURT_2-01-174,Rudi,107.848,8.823,540.568,190.449,298.563,559.374,31.271,41.207,-2.256,1.77,17.452,-29.782,-222.985,130.514,31.271,41.207,-2.256,1.77,17.452,-29.782,-222.985,130.514,31.271,41.207,-2.256,1.77,17.452,-29.782,-222.985,130.514,31.271,41.207,-2.256,1.77,17.452,-29.782,-222.985,130.514
20190930-1247-FRANKFURT_2-01-175,Salto C,10.051,341.149,-22.723,33.12,368.204,45.689,29.225,38.642,-0.786,1.52,17.672,-2.934,34.501,-9.587,29.225,38.642,-0.786,1.52,17.672,-2.934,34.501,-9.587,29.225,38.642,-0.786,1.52,17.672,-2.934,34.501,-9.587,29.225,38.642,-0.786,1.52,17.672,-2.934,34.501,-9.587
20190930-1247-FRANKFURT_2-01-176,Fliffis C,-110.142,-398.826,153.706,134.826,661.339,206.856,46.558,51.679,-19.332,1.791,13.58,-41.187,-495.749,-4.397,46.558,51.679,-19.332,1.791,13.58,-41.187,-495.749,-4.397,46.558,51.679,-19.332,1.791,13.58,-41.187,-495.749,-4.397,46.558,51.679,-19.332,1.791,13.58,-41.187,-495.749,-4.397
20190930-1247-FRANKFURT_2-01-195,Barani C,-132.271,-67.662,177.249,136.749,287.197,190.411,30.79,40.603,-2.463,1.51,17.735,-61.961,-259.307,43.61,30.79,40.603,-2.463,1.51,17.735,-61.961,-259.307,43.61,30.79,40.603,-2.463,1.51,17.735,-61.961,-259.307,43.61,30.79,40.603,-2.463,1.51,17.735,-61.961,-259.307,43.61
20190930-1247-FRANKFURT_2-01-196,Schraubensalto,101.373,201.775,365.779,137.249,304.139,367.45,25.566,36.069,0.055,1.427,18.352,52.889,174.262,124.362,25.566,36.069,0.055,1.427,18.352,52.889,174.262,124.362,25.566,36.069,0.055,1.427,18.352,52.889,174.262,124.362,25.566,36.069,0.055,1.427,18.352,52.889,174.262,124.362
20190930-1247-FRANKFURT_2-01-197,Salto A,-4.215,346.853,-12.31,28.929,346.853,36.164,25.886,36.284,2.427,0.891,17.357,6.632,203.138,0.558,25.886,36.284,2.427,0.891,17.357,6.632,203.138,0.558,25.886,36.284,2.427,0.891,17.357,6.632,203.138,0.558,25.886,36.284,2.427,0.891,17.357,6.632,203.138,0.558
20190930-1247-FRANKFURT_2-01-198,Rudi,159.736,-8.356,530.664,232.151,329.614,553.29,29.652,40.192,-1.919,1.933,17.659,-44.541,-233.266,122.08,29.652,40.192,-1.919,1.933,17.659,-44.541,-233.266,122.08,29.652,40.192,-1.919,1.933,17.659,-44.541,-233.266,122.08,29.652,40.192,-1.919,1.933,17.659,-44.541,-233.266,122.08
20190930-1247-FRANKFURT_2-01-199,Salto C,-13.818,345.376,-17.138,42.818,398.522,81.51,29.719,39.019,-0.756,1.72,17.233,-5.342,29.977,-1.79,29.719,39.019,-0.756,1.72,17.233,-5.342,29.977,-1.79,29.719,39.019,-0.756,1.72,17.233,-5.342,29.977,-1.79,29.719,39.019,-0.756,1.72,17.233,-5.342,29.977,-1.79
20190930-1247-FRANKFURT_2-01-200,Fliffis C,-131.345,-400.299,136.829,152.344,654.549,217.825,49.89,55.396,-22.273,1.895,14.359,-27.379,-511.499,-19.666,49.89,55.396,-22.273,1.895,14.359,-27.379,-511.499,-19.666,49.89,55.396,-22.273,1.895,14.359,-27.379,-511.499,-19.666,49.89,55.396,-22.273,1.895,14.359,-27.379,-511.499,-19.666
20190930-1247-FRANKFURT_2-01-220,Barani C,-111.638,-96.972,197.998,132.011,304.679,206.361,33.165,41.766,-4.294,1.742,17.867,-52.288,-280.238,47.02,33.165,41.766,-4.294,1.742,17.867,-52.288,-280.238,47.02,33.165,41.766,-4.294,1.742,17.867,-52.288,-280.238,47.02,33.165,41.766,-4.294,1.742,17.867,-52.288,-280.238,47.02
20190930-1247-FRANKFURT_2-01-221,Schraubensalto,82.434,189.34,353.033,155.447,292.089,355.256,24.869,35.781,1.605,1.999,17.036,55.866,176.491,101.813,24.869,35.781,1.605,1.999,17.036,55.866,176.491,101.813,24.869,35.781,1.605,1.999,17.036,55.866,176.491,101.813,24.869,35.781,1.605,1.999,17.036,55.866,176.491,101.813
20190930-1247-FRANKFURT_2-01-222,Salto A,21.807,352.437,-4.673,26.002,352.437,31.619,25.387,35.699,2.708,0.695,17.082,16.798,200.241,2.719,25.387,35.699,2.708,0.695,17.082,16.798,200.241,2.719,25.387,35.699,2.708,0.695,17.082,16.798,200.241,2.719,25.387,35.699,2.708,0.695,17.082,16.798,200.241,2.719
20190930-1247-FRANKFURT_2-01-223,Rudi,168.429,25.363,524.151,209.683,333.599,549.2,30.564,40.83,-1.636,2.185,17.965,-26.437,-224.748,127.051,30.564,40.83,-1.636,2.185,17.965,-26.437,-224.748,127.051,30.564,40.83,-1.636,2.185,17.965,-26.437,-224.748,127.051,30.564,40.83,-1.636,2.185,17.965,-26.437,-224.748,127.051
20190930-1247-FRANKFURT_2-01-224,Salto C,4.426,353.252,-11.501,27.749,354.651,37.301,26.803,37.046,1.189,2.141,18.003,4.657,95.397,0.756,26.803,37.046,1.189,2.141,18.003,4.657,95.397,0.756,26.803,37.046,1.189,2.141,18.003,4.657,95.397,0.756,26.803,37.046,1.189,2.141,18.003,4.657,95.397,0.756
20190930-1247-FRANKFURT_2-01-242,Barani C,-118.24,-91.515,192.235,140.653,301.794,194.27,33.611,42.461,-4.068,2.068,16.704,-51.129,-288.485,46.092,33.611,42.461,-4.068,2.068,16.704,-51.129,-288.485,46.092,33.611,42.461,-4.068,2.068,16.704,-51.129,-288.485,46.092,33.611,42.461,-4.068,2.068,16.704,-51.129,-288.485,46.092
20190930-1247-FRANKFURT_2-01-243,Schraubensalto,77.574,186.906,354.726,160.52,293.129,357.844,25.788,36.624,1.396,2.236,17.612,45.749,182.726,100.257,25.788,36.624,1.396,2.236,17.612,45.749,182.726,100.257,25.788,36.624,1.396,2.236,17.612,45.749,182.726,100.257,25.788,36.624,1.396,2.236,17.612,45.749,182.726,100.257
20190930-1247-FRANKFURT_2-01-244,Salto A,5.757,351.949,-16.875,28.009,351.949,37.912,26.427,36.453,1.644,0.304,18.101,5.725,196.25,-2.183,26.427,36.453,1.644,0.304,18.101,5.725,196.25,-2.183,26.427,36.453,1.644,0.304,18.101,5.725,196.25,-2.183,26.427,36.453,1.644,0.304,18.101,5.725,196.25,-2.183
20190930-1247-FRANKFURT_2-01-245,Rudi,144.158,18.42,521.176,226.727,318.205,547.002,31.726,42.308,-2.99,2.668,18.06,-41.325,-227.208,134.803,31.726,42.308,-2.99,2.668,18.06,-41.325,-227.208,134.803,31.726,42.308,-2.99,2.668,18.06,-41.325,-227.208,134.803,31.726,42.308,-2.99,2.668,18.06,-41.325,-227.208,134.803
20190930-1247-FRANKFURT_2-01-246,Salto C,-14.794,340.714,-0.214,45.477,351.953,57.211,30.21,41.076,4.636,0.783,15.756,-15.502,60.524,4.723,30.21,41.076,4.636,0.783,15.756,-15.502,60.524,4.723,30.21,41.076,4.636,0.783,15.756,-15.502,60.524,4.723,30.21,41.076,4.636,0.783,15.756,-15.502,60.524,4.723
20190930-1247-FRANKFURT_2-01-247,Fliffis C,-126.423,-419.483,157.042,145.421,654.733,219.714,44.758,50.465,-15.274,2.526,14.446,-63.055,-443.352,-2.122,44.758,50.465,-15.274,2.526,14.446,-63.055,-443.352,-2.122,44.758,50.465,-15.274,2.526,14.446,-63.055,-443.352,-2.122,44.758,50.465,-15.274,2.526,14.446,-63.055,-443.352,-2.122
20190930-1247-FRANKFURT_2-01-263,3/4 Salto rw A,23.391,319.773,-4.308,35.007,322.925,51.418,22.688,33.426,3.172,-0.921,17.278,11.903,127.787,8.405,22.688,33.426,3.172,-0.921,17.278,11.903,127.787,8.405,22.688,33.426,3.172,-0.921,17.278,11.903,127.787,8.405,22.688,33.426,3.172,-0.921,17.278,11.903,127.787,8.405
20190930-1247-FRANKFURT_2-01-264,Cody C,-18.709,390.507,-0.684,51.821,491.609,75.14,39.079,48.974,10.994,-1.338,1.24,-23.44,66.054,-20.645,39.079,48.974,10.994,-1.338,1.24,-23.44,66.054,-20.645,39.079,48.974,10.994,-1.338,1.24,-23.44,66.054,-20.645,39.079,48.974,10.994,-1.338,1.24,-23.44,66.054,-20.645
20190930-1247-FRANKFURT_2-01-266,Salto B,-4.221,343.179,-13.306,25.496,405.556,41.981,28.585,38.413,0.589,-0.296,17.717,-1.204,-3.88,3.541,28.585,38.413,0.589,-0.296,17.717,-1.204,-3.88,3.541,28.585,38.413,0.589,-0.296,17.717,-1.204,-3.88,3.541,28.585,38.413,0.589,-0.296,17.717,-1.204,-3.88,3.541
20190930-1247-FRANKFURT_2-01-267,Barani C,-105.087,-90.386,195.311,115.526,296.507,200.396,30.675,39.588,-2.118,2.372,17.253,-44.061,-247.221,39.82,30.675,39.588,-2.118,2.372,17.253,-44.061,-247.221,39.82,30.675,39.588,-2.118,2.372,17.253,-44.061,-247.221,39.82,30.675,39.588,-2.118,2.372,17.253,-44.061,-247.221,39.82
20190930-1247-FRANKFURT_2-01-268,Schraubensalto,107.52,207.869,360.63,136.341,319.1,369.668,27.676,38.046,1.348,1.737,17.74,65.823,178.476,123.191,27.676,38.046,1.348,1.737,17.74,65.823,178.476,123.191,27.676,38.046,1.348,1.737,17.74,65.823,178.476,123.191,27.676,38.046,1.348,1.737,17.74,65.823,178.476,123.191
20190930-1247-FRANKFURT_2-01-269,Salto A,14.337,346.064,-26.737,38.993,346.064,50.883,25.947,36.073,2.534,1.573,17.423,20.638,202.913,-11.336,25.947,36.073,2.534,1.573,17.423,20.638,202.913,-11.336,25.947,36.073,2.534,1.573,17.423,20.638,202.913,-11.336,25.947,36.073,2.534,1.573,17.423,20.638,202.913,-11.336
20190930-1247-FRANKFURT_2-01-270,Rudi,149.049,58.128,509.352,238.058,325.812,539.707,30.973,41.319,-2.41,2.991,17.204,-67.323,-213.773,130.093,30.973,41.319,-2.41,2.991,17.204,-67.323,-213.773,130.093,30.973,41.319,-2.41,2.991,17.204,-67.323,-213.773,130.093,30.973,41.319,-2.41,2.991,17.204,-67.323,-213.773,130.093
20190930-1247-FRANKFURT_2-01-271,Salto C,6.969,340.581,-15.167,44.275,367.479,65.701,27.948,38.115,0.113,2.339,16.721,-0.729,39.609,-0.478,27.948,38.115,0.113,2.339,16.721,-0.729,39.609,-0.478,27.948,38.115,0.113,2.339,16.721,-0.729,39.609,-0.478,27.948,38.115,0.113,2.339,16.721,-0.729,39.609,-0.478
20190930-1247-FRANKFURT_2-01-272,Fliffis C,-96.212,-453.175,165.246,122.248,681.542,225.862,44.579,50.917,-15.985,2.905,14.607,-34.741,-451.784,4.649,44.579,50.917,-15.985,2.905,14.607,-34.741,-451.784,4.649,44.579,50.917,-15.985,2.905,14.607,-34.741,-451.784,4.649,44.579,50.917,-15.985,2.905,14.607,-34.741,-451.784,4.649
20190930-1247-FRANKFURT_2-01-289,3/4 Salto rw A,21.549,324.675,-15.483,28.74,325.972,46.517,22.737,33.542,4.137,-0.66,17.289,10.575,138.417,8.453,22.737,33.542,4.137,-0.66,17.289,10.575,138.417,8.453,22.737,33.542,4.137,-0.66,17.289,10.575,138.417,8.453,22.737,33.542,4.137,-0.66,17.289,10.575,138.417,8.453
20190930-1247-FRANKFURT_2-01-290,Cody C,-34.554,379.785,-15.699,63.347,508.237,84.559,39.683,49.689,12.037,0.467,3.977,-39.938,36.915,-11.219,39.683,49.689,12.037,0.467,3.977,-39.938,36.915,-11.219,39.683,49.689,12.037,0.467,3.977,-39.938,36.915,-11.219,39.683,49.689,12.037,0.467,3.977,-39.938,36.915,-11.219
20190930-1247-FRANKFURT_2-01-292,Salto B,10.908,353.294,-17.002,27.752,424.494,54.83,28.941,38.264,1.523,-0.408,17.25,4.345,-7.09,7.217,28.941,38.264,1.523,-0.408,17.25,4.345,-7.09,7.217,28.941,38.264,1.523,-0.408,17.25,4.345,-7.09,7.217,28.941,38.264,1.523,-0.408,17.25,4.345,-7.09,7.217
20190930-1247-FRANKFURT_2-01-293,Barani C,-96.836,-121.471,207.164,116.942,315.857,213.246,31.012,40.632,-4.374,2.918,17.293,-59.446,-269.812,43.894,31.012,40.632,-4.374,2.918,17.293,-59.446,-269.812,43.894,31.012,40.632,-4.374,2.918,17.293,-59.446,-269.812,43.894,31.012,40.632,-4.374,2.918,17.293,-59.446,-269.812,43.894
20190930-1247-FRANKFURT_2-01-294,Schraubensalto,83.53,189.028,356.994,173.931,279.798,361.337,25.694,36.76,1.618,2.125,16.887,50.077,177.317,100.256,25.694,36.76,1.618,2.125,16.887,50.077,177.317,100.256,25.694,36.76,1.618,2.125,16.887,50.077,177.317,100.256,25.694,36.76,1.618,2.125,16.887,50.077,177.317,100.256
20190930-1247-FRANKFURT_2-01-295,Salto A,-1.669,349.072,-32.722,28.49,349.072,46.729,25.868,36.251,3.461,1.213,16.692,6.478,204.056,-7.2,25.868,36.251,3.461,1.213,16.692,6.478,204.056,-7.2,25.868,36.251,3.461,1.213,16.692,6.478,204.056,-7.2,25.868,36.251,3.461,1.213,16.692,6.478,204.056,-7.2
20190930-1247-FRANKFURT_2-01-313,3/4 Salto rw A,28.942,318.828,-11.946,38.179,320.809,51.313,22.126,33.025,3.612,-1.528,17.131,14.033,134.125,4.349,22.126,33.025,3.612,-1.528,17.131,14.033,134.125,4.349,22.126,33.025,3.612,-1.528,17.131,14.033,134.125,4.349,22.126,33.025,3.612,-1.528,17.131,14.033,134.125,4.349
20190930-1247-FRANKFURT_2-01-314,Cody C,-10.49,386.318,6.346,50.623,486.413,75.497,32.941,44.136,14.571,-0.406,5.751,-35.969,-33.607,-23.589,32.941,44.136,14.571,-0.406,5.751,-35.969,-33.607,-23.589,32.941,44.136,14.571,-0.406,5.751,-35.969,-33.607,-23.589,32.941,44.136,14.571,-0.406,5.751,-35.969,-33.607,-23.589
20190930-1247-FRANKFURT_2-01-316,Salto B,2.699,348.468,-7.154,28.759,421.929,57.364,28.939,38.588,1.425,0.522,17.949,1.317,-14.08,24.161,28.939,38.588,1.425,0.522,17.949,1.317,-14.08,24.161,28.939,38.588,1.425,0.522,17.949,1.317,-14.08,24.161,28.939,38.588,1.425,0.522,17.949,1.317,-14.08,24.161
20190930-1247-FRANKFURT_2-01-317,Barani C,-96.121,-104.532,186.223,120.83,326.493,200.614,31.607,40.536,-4.416,2.184,18.313,-31.006,-265.932,31.134,31.607,40.536,-4.416,2.184,18.313,-31.006,-265.932,31.134,31.607,40.536,-4.416,2.184,18.313,-31.006,-265.932,31.134,31.607,40.536,-4.416,2.184,18.313,-31.006,-265.932,31.134
20190930-1247-FRANKFURT_2-01-318,Schraubensalto,113.316,194.943,362.475,175.601,302.672,364.851,25.254,35.913,1.762,0.685,17.774,55.404,176.341,118.654,25.254,35.913,1.762,0.685,17.774,55.404,176.341,118.654,25.254,35.913,1.762,0.685,17.774,55.404,176.341,118.654,25.254,35.913,1.762,0.685,17.774,55.404,176.341,118.654
20190930-1247-FRANKFURT_2-01-319,Salto A,13.833,345.175,-13.589,28.632,345.175,35.771,25.485,36.171,3.26,0.067,16.976,11.14,198.32,4.915,25.485,36.171,3.26,0.067,16.976,11.14,198.32,4.915,25.485,36.171,3.26,0.067,16.976,11.14,198.32,4.915,25.485,36.171,3.26,0.067,16.976,11.14,198.32,4.915
20190930-1247-FRANKFURT_2-01-335,3/4 Salto rw A,31.654,321.265,-8.204,39.353,323.879,53.829,22.513,33.307,4.403,-0.719,17.418,18.843,134.672,15.836,22.513,33.307,4.403,-0.719,17.418,18.843,134.672,15.836,22.513,33.307,4.403,-0.719,17.418,18.843,134.672,15.836,22.513,33.307,4.403,-0.719,17.418,18.843,134.672,15.836
20190930-1247-FRANKFURT_2-01-336,Cody C,-12.958,383.852,-7.363,49.798,478.738,66.39,37.553,48.478,12.401,-0.639,1.408,-37.578,43.451,-13.384,37.553,48.478,12.401,-0.639,1.408,-37.578,43.451,-13.384,37.553,48.478,12.401,-0.639,1.408,-37.578,43.451,-13.384,37.553,48.478,12.401,-0.639,1.408,-37.578,43.451,-13.384
20190930-1247-FRANKFURT_2-01-338,Salto B,2.512,348.441,6.59,28.474,406.598,58.744,28.375,38.366,2.166,-0.491,16.712,-2.238,2.655,8.111,28.375,38.366,2.166,-0.491,16.712,-2.238,2.655,8.111,28.375,38.366,2.166,-0.491,16.712,-2.238,2.655,8.111,28.375,38.366,2.166,-0.491,16.712,-2.238,2.655,8.111
20190930-1247-FRANKFURT_2-01-339,Barani C,-135.262,-65.881,178.675,143.604,279.536,185.406,31.551,41.048,-2.603,2.118,17.106,-65.305,-249.854,33.806,31.551,41.048,-2.603,2.118,17.106,-65.305,-249.854,33.806,31.551,41.048,-2.603,2.118,17.106,-65.305,-249.854,33.806,31.551,41.048,-2.603,2.118,17.106,-65.305,-249.854,33.806
20190930-1247-FRANKFURT_2-01-340,Schraubensalto,71.516,196.387,357.794,167.085,290.253,365.078,26.208,36.824,2.773,2.541,16.101,45.049,195.466,88.717,26.208,36.824,2.773,2.541,16.101,45.049,195.466,88.717,26.208,36.824,2.773,2.541,16.101,45.049,195.466,88.717,26.208,36.824,2.773,2.541,16.101,45.049,195.466,88.717
20190930-1247-FRANKFURT_2-01-341,Salto A,5.986,340.397,-23.621,20.846,340.397,38.201,26.854,37.032,2.548,1.444,18.518,10.203,188.48,-18.619,26.854,37.032,2.548,1.444,18.518,10.203,188.48,-18.619,26.854,37.032,2.548,1.444,18.518,10.203,188.48,-18.619,26.854,37.032,2.548,1.444,18.518,10.203,188.48,-18.619
20190930-1247-FRANKFURT_2-01-342,Rudi,149.898,34.521,524.228,223.615,312.752,542.376,30.064,40.117,1.336,2.125,17.773,-37.513,-197.744,121.619,30.064,40.117,1.336,2.125,17.773,-37.513,-197.744,121.619,30.064,40.117,1.336,2.125,17.773,-37.513,-197.744,121.619,30.064,40.117,1.336,2.125,17.773,-37.513,-197.744,121.619
20190930-1247-FRANKFURT_2-01-343,Salto C,-2.049,349.225,-5.846,22.473,360.399,27.959,28.384,38.623,3.118,1.508,17.207,-14.93,85.479,5.175,28.384,38.623,3.118,1.508,17.207,-14.93,85.479,5.175,28.384,38.623,3.118,1.508,17.207,-14.93,85.479,5.175,28.384,38.623,3.118,1.508,17.207,-14.93,85.479,5.175
20190930-1247-FRANKFURT_2-01-344,Fliffis C,-91.414,-420.939,154.768,120.978,678.332,221.825,46.411,52.256,-17.004,0.851,13.369,-33.566,-499.48,-12.014,46.411,52.256,-17.004,0.851,13.369,-33.566,-499.48,-12.014,46.411,52.256,-17.004,0.851,13.369,-33.566,-499.48,-12.014,46.411,52.256,-17.004,0.851,13.369,-33.566,-499.48,-12.014
20191001-1148-FRANKFURT_1-01-51,Fliffis aus C,17.925,-316.646,172.253,68.622,696.365,226.279,52.399,57.961,-22.184,-3.368,17.524,43.934,-565.594,-20.083,52.399,57.961,-22.184,-3.368,17.524,43.934,-565.594,-20.083,52.399,57.961,-22.184,-3.368,17.524,43.934,-565.594,-20.083,52.399,57.961,-22.184,-3.368,17.524,43.934,-565.594,-20.083
20191001-1148-FRANKFURT_1-01-52,40<,-4.139,339.95,-23.977,32.603,442.512,60.53,28.518,37.857,0.099,-0.851,16.719,4.55,23.11,4.047,28.518,37.857,0.099,-0.851,16.719,4.55,23.11,4.047,28.518,37.857,0.099,-0.851,16.719,4.55,23.11,4.047,28.518,37.857,0.099,-0.851,16.719,4.55,23.11,4.047
20191001-1148-FRANKFURT_1-01-53,41/,-84.297,69.136,172.97,90.878,284.798,184.507,26.795,39.478,1.103,1.287,14.289,-20.978,-171.143,66.567,26.795,39.478,1.103,1.287,14.289,-20.978,-171.143,66.567,26.795,39.478,1.103,1.287,14.289,-20.978,-171.143,66.567,26.795,39.478,1.103,1.287,14.289,-20.978,-171.143,66.567
20191001-1148-FRANKFURT_1-01-54,40/,-19.104,337.876,-3.419,31.794,354.202,45.147,24.273,34.823,2.535,-1.279,14.592,-21.724,256.874,7.054,24.273,34.823,2.535,-1.279,14.592,-21.724,256.874,7.054,24.273,34.823,2.535,-1.279,14.592,-21.724,256.874,7.054,24.273,34.823,2.535,-1.279,14.592,-21.724,256.874,7.054
20191001-1148-FRANKFURT_1-01-55,43/,172.239,8.946,517.604,192.394,376.496,540.792,32.42,42.904,-4.571,4.079,15.81,22.055,-266.55,282.412,32.42,42.904,-4.571,4.079,15.81,22.055,-266.55,282.412,32.42,42.904,-4.571,4.079,15.81,22.055,-266.55,282.412,32.42,42.904,-4.571,4.079,15.81,22.055,-266.55,282.412
20191001-1148-FRANKFURT_1-01-72,Fliffis aus C,25.143,-355.448,163.975,55.764,705.365,222.39,52.34,57.61,-19.401,-2.987,17.781,38.185,-561.454,-5.301,52.34,57.61,-19.401,-2.987,17.781,38.185,-561.454,-5.301,52.34,57.61,-19.401,-2.987,17.781,38.185,-561.454,-5.301,52.34,57.61,-19.401,-2.987,17.781,38.185,-561.454,-5.301
20191001-1148-FRANKFURT_1-01-73,40<,23.386,338.41,-9.272,51.138,462.1,69.605,29.548,39.018,-2.874,-0.71,18.056,9.634,35.554,9.389,29.548,39.018,-2.874,-0.71,18.056,9.634,35.554,9.389,29.548,39.018,-2.874,-0.71,18.056,9.634,35.554,9.389,29.548,39.018,-2.874,-0.71,18.056,9.634,35.554,9.389
